Categoria,Marca,Modelo,Versão,Motor,"Tipo
Utilitário Esportivo Grande,LAMBORGHINI,URUS,--,4.0-32V,Combustão,A-8,S,E,G,3,148,1,A,\,248,\,\,\,"4,9","6,9",\,\,"4,03",\,E,E,-,8,2023
Utilitário Esportivo Grande,MASERATI,LEVANTE,MHEV,"2,0L-16V",Híbrido,A-8,S,E,G,24,292,1,A,\,171,\,\,\,"7,2","9,4",\,\,"2,77",\,E,D,-,8,2023
Utilitário Esportivo Grande,Mitsubishi,Eclipse Cross,GLS,1.5T-16V,Combustão,CVT,S,E,G,21,125,0,A,\,118,\,\,\,"10,9","11,9",\,\,"1,92",\,A,C,-,8,2023
Utilitário Esportivo Grande,Mitsubishi,Eclipse Cross,HPE,1.5T-16V,Combustão,CVT,S,E,G,21,125,0,A,\,118,\,\,\,"10,9","11,9",\,\,"1,92",\,A,C,-,8,2023
Utilitário Esportivo Grande,Mitsubishi,Eclipse Cross,HPE-S,1.5T-16V,Combustão,CVT,S,E,G,21,125,0,A,\,118,\,\,\,"10,9","11,9",\,\,"1,92",\,A,C,-,8,2023
Utilitário Esportivo Grande,PEUGEOT,3008,GT LINE,1.6-16V T,Combustão,A-6,S,E,G,41,214,1,B,\,126,\,\,\,"9,9","11,9",\,\,"2,04",\,C,C,-,8,2023
Utilitário Esportivo Grande,PEUGEOT,3008,GRIFFE AT,1.6-16V T,Combustão,A-6,S,E,G,41,214,1,B,\,126,\,\,\,"9,9","11,9",\,\,"2,04",\,C,C,-,8,2023
Utilitário Esportivo Grande,PEUGEOT,3008,GT PACK A,1.6-16V T,Combustão,A-6,S,E,G,41,214,1,B,\,126,\,\,\,"9,9","11,9",\,\,"2,04",\,C,C,-,8,2023
Utilitário Esportivo Grande,Renault,Captur,Zen,1.3 - 16V,Combustão,CVT,S,E-H,F,33,63,4,B,0,120,\,"7,7","8,2","10,9","11,6",\,\,"1,92",\,A,C,-,8,2023
Utilitário Esportivo Grande,Renault,Captur,Intense,1.3 - 16V,Combustão,CVT,S,E-H,F,33,63,4,B,0,120,\,"7,7","8,2","10,9","11,6",\,\,"1,92",\,A,C,-,8,2023
Utilitário Esportivo Grande,Renault,Captur,Iconic,1.3 - 16V,Combustão,CVT,S,E-H,F,33,63,4,B,0,120,\,"7,7","8,2","10,9","11,6",\,\,"1,92",\,A,C,-,8,2023
Utilitário Esportivo Grande,Renault,Duster,Life,1.6 - 16V,Combustão,CVT,S,E-H,F,51,317,1,B,0,123,\,"7,2","8,1","10,5","11,5",\,\,"1,99",\,B,C,-,8,2023
Utilitário Esportivo Grande,Renault,Duster,Zen,1.6 - 16V,Combustão,CVT,S,E-H,F,51,317,1,B,0,123,\,"7,2","8,1","10,5","11,5",\,\,"1,99",\,B,C,-,8,2023
Utilitário Esportivo Grande,Renault,Duster,Intense,1.6 - 16V,Combustão,CVT,S,E-H,F,51,317,1,B,0,123,\,"7,2","8,1","10,5","11,5",\,\,"1,99",\,B,C,-,8,2023
Utilitário Esportivo Grande,Renault,Duster,Iconic,1.6 - 16V,Combustão,CVT,S,E-H,F,51,317,1,B,0,123,\,"7,2","8,1","10,5","11,5",\,\,"1,99",\,B,C,-,8,2023
Utilitário Esportivo Grande,Renault,Duster,Zen,1.6 - 16V,Combustão,M-5,S,E,F,49,299,5,B,0,112,\,"8,1","8,5","11,6","12,3",\,\,"1,81",\,A,C,-,8,2023
Utilitário Esportivo Grande,Renault,Duster,Iconic,1.3 - 16V,Combustão,CVT,S,E-H,F,32,142,2,B,0,121,\,"7,7","8,4","10,8","11,5",\,\,"1,93",\,A,C,-,8,2023
Utilitário Esportivo Grande,Renault,Duster,Intense,1.6 - 16V,Combustão,M-5,S,E,F,49,299,5,B,0,112,\,"8,1","8,5","11,6","12,3",\,\,"1,81",\,A,C,-,8,2023
Utilitário Esportivo Grande,VOLVO,XC40,6 ULTIMATE,ELÉTRICO,Elétrico,A,S,E,E,ND,0,0,A,\,\,\,\,\,\,\,"27,9","27,9","0,73",231,A,A,-,8,2023
Utilitário Esportivo Grande,VOLVO,XC40,6 PLUS,ELÉTRICO,Elétrico,A,S,E,E,ND,0,0,A,\,\,\,\,\,\,\,"27,9","27,9","0,73",231,A,A,-,8,2023
Utilitário Esportivo Grande,VOLVO,XC40,6 CORE,ELÉTRICO,Elétrico,A,S,E,E,ND,0,0,A,\,\,\,\,\,\,\,"27,9","27,9","0,73",231,A,A,-,8,2023
Utilitário Esportivo Grande,VOLVO,XC40,P6 RECHARGE,ELÉTRICO,Elétrico,A,S,E,E,ND,0,0,A,\,\,\,\,\,\,\,"27,9","27,9","0,73",231,A,A,-,8,2023
Utilitário Esportivo Grande,VW,TAOS,COMFORTLINE 250TSI AUTOMÁTICO,1.4-16V,Combustão,A - 6,S,E,F,32,150,4,B,0,114,\,"7,6","9,1","10,9","13,0",\,\,"1,84",\,A,C,-,8,2023
Utilitário Esportivo Grande,VW,TAOS,HIGHLINE 250TSI AUTOMÁTICO,1.4-16V,Combustão,A - 6,S,E,F,32,150,4,B,0,114,\,"7,6","9,1","10,9","13,0",\,\,"1,84",\,A,C,-,8,2023
Utilitário Esportivo Grande,VW,TAOS,"COMFORTLINE 250TSI AUTOMÁTICO
(MY23)",1.4-16V,Combustão,A - 6,S,E,F,34,110,3,A,0,113,\,"7,6","9,1","11,1","13,1",\,\,"1,83",\,A,C,-,8,2023
Utilitário Esportivo Grande,VW,TAOS,"HIGHLINE 250TSI AUTOMÁTICO
(MY23)",1.4-16V,Combustão,A - 6,S,E,F,34,110,3,A,0,113,\,"7,6","9,1","11,1","13,1",\,\,"1,83",\,A,C,-,8,2023
,,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-","Elétrico Puro
(E)
Gasolina
(G)
Flex
(F)
Diesel",Poluentes Gás Efeito Estufa,,,,,,,,,,,,,,,,,,9,2023
,,,,,,,,,,"NMOG+NOx
(mg/km)","CO
(mg/km)","CHO
(mg/km)","Redução
Relativa
ao
Limite",Etanol oG ua Dso ieli sn ea l,,VEHP,Etanol,,"Gasolina
ou Diesel",,"Elétrico
VE ou VEHP
(km/l equivalente)",,,,,,,9,2023
,,,,,,,,,,,,,,"CO2
fóssil","CO2
fóssil","CO2e
fóssil","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l e)","Estrada
(km/l e)",,,"Comparação
Relativa na","Comparação
Absoluta",,9,2023
Utilitário Esportivo Grande 4x4,BMW,X3,xDrive 30e,2.0 - 16V,Plug-in,A-8,S,E,G,4,103,0,A,\,157,61,\,\,"8,1","9,6","18,8","21,3","1,02",31,A,A,SIM,9,2023
Utilitário Esportivo Grande 4x4,BMW,X3,M40i,3.0 - 24V,Combustão,A-8,S,E,G,20,90,1,A,\,162,\,\,\,"7,8","9,5",\,\,"2,62",\,C,D,-,9,2023
Utilitário Esportivo Grande 4x4,BMW,X4,xDrive 30i,2.0 - 16V,Combustão,A-8,S,E,G,9,49,2,A,\,138,\,\,\,"9,0","11,0",\,\,"2,24",\,B,C,-,9,2023
Utilitário Esportivo Grande 4x4,BMW,X4,M40i,3.0 - 24V,Combustão,A-8,S,E,G,20,87,1,A,\,161,\,\,\,"7,8","9,6",\,\,"2,61",\,C,D,-,9,2023
Utilitário Esportivo Grande 4x4,BMW,X5,xDrive45e,3.0 - 24V,Plug-in,A-8,S,E,G,4,19,0,A,\,170,31,\,\,"7,6","8,7","18,8","21,0","1,03",54,A,A,SIM,9,2023
Utilitário Esportivo Grande 4x4,BMW,X5,xDrive50e MSP,3.0 - 24V,Plug-in,A-8,S,E,G,9,8,0,A,\,148,16,\,\,"9,1","9,3","21,9","22,6","0,91",78,A,A,SIM,9,2023
Utilitário Esportivo Grande 4x4,BMW,X5,xDrive50e XLINE,3.0 - 24V,Plug-in,A-8,S,E,G,9,8,0,A,\,148,16,\,\,"9,1","9,3","21,9","22,6","0,91",78,A,A,SIM,9,2023
Utilitário Esportivo Grande 4x4,BMW,X6,xDrive 40i,3.0 - 24V,Combustão,A-8,S,E,G,23,83,2,A,\,163,\,\,\,"7,8","9,2",\,\,"2,64",\,C,D,-,9,2023
Utilitário Esportivo Grande 4x4,BMW,X6,M COMPETITION,"4,4 - 32V",Combustão,A-8,S,E,G,18,80,1,A,\,215,\,\,\,"5,9","7,3",\,\,"3,49",\,E,E,-,9,2023
Utilitário Esportivo Grande 4x4,BMW,X6,M COMPETITION,4.4 - 32V,Híbrido,A-8,S,E,G,20,143,1,A,\,218,0,\,\,"5,7","7,4",\,\,"3,53",\,E,E,-,9,2023
Utilitário Esportivo Grande 4x4,BMW,X6,xDrive40i,3.0 - 24V,Híbrido,A-8,S,E,G,10,40,1,A,\,146,0,\,\,"9,0","9,7",\,\,"2,36",\,B,C,-,9,2023
Utilitário Esportivo Grande 4x4,BMW,X7,M60i xDrive,4.4 - 32V,Híbrido,A-8,S,E,G,17,112,0,A,\,200,\,\,\,"6,3","7,7",\,\,"3,24",\,E,D,-,9,2023
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,SVR LE1988,5.0-32V,Combustão,A-8,S,E,G,17,203,2,A,\,214,\,\,\,"5,6","8,4",\,\,"3,42",\,E,E,-,9,2023
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,P550 SVR,5.0-32V,Combustão,A-8,S,E,G,17,203,2,A,\,214,\,\,\,"5,6","8,4",\,\,"3,42",\,E,E,-,9,2023
Utilitário Esportivo Grande 4x4,JAGUAR,E-PACE,P250F,2.0-16V,Combustão,A-9,S,E,F,15,412,2,A,0,163,\,"5,4","7,0","7,5","10,0",\,\,"2,61",\,C,D,-,9,2023
Utilitário Esportivo Grande 4x4,JAGUAR,E-PACE,P250F RDYNS,2.0-16V,Combustão,A-9,S,E,F,15,412,2,A,0,163,\,"5,4","7,0","7,5","10,0",\,\,"2,61",\,C,D,-,9,2023
Utilitário Esportivo Grande 4x4,JAGUAR,E-PACE,P250F RDYNSE,2.0-16V,Combustão,A-9,S,E,F,15,412,2,A,0,163,\,"5,4","7,0","7,5","10,0",\,\,"2,61",\,C,D,-,9,2023
Utilitário Esportivo Grande 4x4,JAGUAR,E-PACE,P250F SE,2.0-16V,Combustão,A-9,S,E,F,15,412,2,A,0,163,\,"5,4","7,0","7,5","10,0",\,\,"2,61",\,C,D,-,9,2023
Utilitário Esportivo Grande 4x4,JAGUAR,E-PACE,P250F S,2.0-16V,Combustão,A-9,S,E,F,15,412,2,A,0,163,\,"5,4","7,0","7,5","10,0",\,\,"2,61",\,C,D,-,9,2023
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,P340,3.0-24V,Híbrido,A-8,S,E,G,32,277,1,A,\,163,\,\,\,"7,4","10,0",\,\,"2,65",\,C,D,-,9,2023
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,P340 RDYN S,3.0-24V,Híbrido,A-8,S,E,G,32,277,1,A,\,163,\,\,\,"7,4","10,0",\,\,"2,65",\,C,D,-,9,2023
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,P340 RDYN SE,3.0-24V,Híbrido,A-8,S,E,G,32,277,1,A,\,163,\,\,\,"7,4","10,0",\,\,"2,65",\,C,D,-,9,2023
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,P340 RDYNHSE,3.0-24V,Híbrido,A-8,S,E,G,32,277,1,A,\,163,\,\,\,"7,4","10,0",\,\,"2,65",\,C,D,-,9,2023
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,P340 SE,3.0-24V,Híbrido,A-8,S,E,G,32,277,1,A,\,163,\,\,\,"7,4","10,0",\,\,"2,65",\,C,D,-,9,2023
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,PHEV,2.0-16V,Plug-in,A-8,S,E,G,15,50,3,A,\,173,61,\,\,"7,4","8,6","19,3","26,3","0,93",35,A,A,SIM,9,2023
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,PHEV SE,2.0-16V,Plug-in,A-8,S,E,G,15,50,3,A,\,173,61,\,\,"7,4","8,6","19,3","26,3","0,93",35,A,A,SIM,9,2023
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,PHEV RDYN S,2.0-16V,Plug-in,A-8,S,E,G,15,50,3,A,\,173,61,\,\,"7,4","8,6","19,3","26,3","0,93",35,A,A,SIM,9,2023
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,PHEV RDYN SE,2.0-16V,Plug-in,A-8,S,E,G,15,50,3,A,\,173,61,\,\,"7,4","8,6","19,3","26,3","0,93",35,A,A,SIM,9,2023
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,PHEV RDYNHSE,2.0-16V,Plug-in,A-8,S,E,G,15,50,3,A,\,173,61,\,\,"7,4","8,6","19,3","26,3","0,93",35,A,A,SIM,9,2023
Utilitário Esportivo Grande 4x4,JEEP,COMPASS,SPORT TD (MY23),2.0 T,Combustão,A-9,S,E,D,86,12,0,A,\,168,\,\,\,"10,6","13,6",\,\,"2,27",\,B,C,-,9,2023
Utilitário Esportivo Grande 4x4,JEEP,COMPASS,LONGITUDE TD (MY23),2.0 T,Combustão,A-9,S,E,D,86,12,0,A,\,168,\,\,\,"10,6","13,6",\,\,"2,27",\,B,C,-,9,2023
Utilitário Esportivo Grande 4x4,JEEP,COMPASS,LIMITED TD (MY23),2.0 T,Combustão,A-9,S,E,D,86,12,0,A,\,168,\,\,\,"10,6","13,6",\,\,"2,27",\,B,C,-,9,2023
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLC 220D,ENDR,2.0-16V,Combustão,A-9,S,E,D,22,11,0,A,\,181,\,\,\,"10,3","12,1",\,\,"2,42",\,B,D,-,9,2023
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLC 220D,OFRD,2.0-16V,Combustão,A-9,S,E,D,22,11,0,A,\,181,\,\,\,"10,3","12,1",\,\,"2,42",\,B,D,-,9,2023
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLE400D,Coupé,3.0-24V,Combustão,A-9,S,E,D,25,53,0,A,\,182,\,\,\,"10,0","12,8",\,\,"2,43",\,B,D,-,9,2023
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLE400D,,3.0-24V,Combustão,A-9,S,E,D,19,43,0,A,\,204,\,\,\,"9,0","11,5",\,\,"2,72",\,C,D,-,9,2023
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLC300 4M,Coupé,2.0-16V,Combustão,A-9,S,E,G,9,396,0,A,\,158,\,\,\,"7,9","9,8",\,\,"2,57",\,C,D,-,9,2023
Utilitário Esportivo Grande 4x4,Mitsubishi,Eclipse Cross,HPE-S S-AWC,1.5T-16V,Combustão,CVT,S,E,G,21,137,0,A,\,119,\,\,\,"10,7","12,0",\,\,"1,94",\,A,C,-,9,2023
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,CP PHE,3.0-24V,Plug-in,A-8,S,E,G,11,126,1,A,\,69,26,\,\,"7,3","7,9","15,1","18,1","1,24",32,A,B,SIM,9,2023
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,PHEV,3.0-24V,Plug-in,A-8,S,E,G,11,126,1,A,\,69,26,\,\,"7,3","7,9","15,1","18,1","1,24",32,A,B,SIM,9,2023
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,CP TSP,4.0-32V,Plug-in,A-8,S,E,G,3,131,1,A,\,87,0,\,\,"6,4","7,3","13,9","15,9","1,38",30,A,B,SIM,9,2023
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,TS PHE,4.0-32V,Plug-in,A-8,S,E,G,3,131,1,A,\,87,0,\,\,"6,4","7,3","13,9","15,9","1,38",30,A,B,SIM,9,2023
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,TURBO,4.0-32V,Combustão,A-8,S,E,G,45,154,2,A,\,225,\,\,\,"5,5","7,2",\,\,"3,65",\,E,E,-,9,2023
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,COUPE TURBO,4.0-32V,Combustão,A-8,S,E,G,45,154,2,A,\,225,\,\,\,"5,5","7,2",\,\,"3,65",\,E,E,-,9,2023
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,GT COUPE,4.0-32V,Combustão,A-8,S,E,G,3,107,2,A,\,218,\,\,\,"5,7","7,4",\,\,"3,54",\,E,E,-,9,2023
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,V6 (ano modelo 2024),3.0-24V,Combustão,A-8,S,E,G,35,118,2,A,\,183,\,\,\,"6,9","8,5",\,\,"2,98",\,D,E,-,9,2023
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,COUPE (ano modelo 2024),3.0-24V,Combustão,A-8,S,E,G,35,118,2,A,\,183,\,\,\,"6,9","8,5",\,\,"2,98",\,D,E,-,9,2023
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,S (ano modelo 2024),4.0-32V,Combustão,A-8,S,E,G,24,87,2,A,\,204,\,\,\,"6,1","7,9",\,\,"3,32",\,E,E,-,9,2023
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,S CP (ano modelo 2024),4.0-32V,Combustão,A-8,S,E,G,24,87,2,A,\,204,\,\,\,"6,1","7,9",\,\,"3,32",\,E,E,-,9,2023
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,"GT COUPE
(ano modelo 2024)",4.0-32V,Combustão,A-8,S,E,G,31,98,3,A,\,211,\,\,\,"5,8","7,9",\,\,"3,44",\,E,E,-,9,2023
Utilitário Esportivo Grande 4x4,SUBARU,FORESTER,S MHEV,"2,0T - 16V",Híbrido,A,S,E,G,27,61,1,A,\,111,\,\,\,"12,0","12,2",\,\,"1,79",\,A,C,-,9,2023
Utilitário Esportivo Grande 4x4,SUBARU,XV,S MHEV,"2,0T - 16V",Híbrido,A,S,E,G,14,59,0,A,\,109,\,\,\,"12,1","12,3",\,\,"1,77",\,A,C,-,9,2023
Utilitário Esportivo Grande 4x4,VOLVO,C40,8 ULTIMATE,ELÉTRICO,Elétrico,A,S,E,E,ND,0,0,A,\,\,\,\,\,\,\,"26,3","27,6","0,76",247,A,A,-,9,2023
Utilitário Esportivo Grande 4x4,VOLVO,C40,8 PLUS,ELÉTRICO,Elétrico,A,S,E,E,ND,0,0,A,\,\,\,\,\,\,\,"26,3","27,6","0,76",247,A,A,-,9,2023
Utilitário Esportivo Grande 4x4,VOLVO,C40,8 CORE,ELÉTRICO,Elétrico,A,S,E,E,ND,0,0,A,\,\,\,\,\,\,\,"26,3","27,6","0,76",247,A,A,-,9,2023
Utilitário Esportivo Grande 4x4,VOLVO,C40,P8 RECHARGE,ELÉTRICO,Elétrico,A,S,E,E,ND,0,0,A,\,\,\,\,\,\,\,"26,3","27,6","0,76",247,A,A,-,9,2023
,,,,,,"Manual (M)
Automática (A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica","Elétrico Puro
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes Gás Efeito Estufa,,,,,,,,,,,,,,,,,,10,2023
,,,,,,,,,,"NMOG+NOx
(mg/km)","CO
(mg/km)","CHO
(mg/km)","Redução
Relativa
ao
Limite",Etanol oG ua Dso ieli sn ea l,,VEHP,Etanol,,"Gasolina
ou Diesel",,"Elétrico
VE ou VEHP
(km/l equivalente)",,,,,,,10,2023
,,,,,,,,,,,,,,"CO2
fóssil","CO2
fóssil","CO2e
fóssil","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l e)","Estrada
(km/l e)",,,"Comparação
Relativa na","Comparação
Absoluta",,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90,INSC EXPRES,2.0-16V,Plug-in,A-8,S,E,G,7,69,0,A,\,36,0,\,\,"9,0","9,1","23,7","21,4","0,90",46,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 EXCELLEN,2.0-16V,Plug-in,A-8,S,E,G,7,69,0,A,\,36,0,\,\,"9,0","9,1","23,7","21,4","0,90",46,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 INSCRIPT,2.0-16V,Plug-in,A-8,S,E,G,7,69,0,A,\,36,0,\,\,"9,0","9,1","23,7","21,4","0,90",46,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 MOMENTUM,2.0-16V,Plug-in,A-8,S,E,G,7,69,0,A,\,36,0,\,\,"9,0","9,1","23,7","21,4","0,90",46,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 POLESTAR,2.0-16V,Plug-in,A-8,S,E,G,7,69,0,A,\,36,0,\,\,"9,0","9,1","23,7","21,4","0,90",46,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 R-DESIGN,2.0-16V,Plug-in,A-8,S,E,G,7,69,0,A,\,36,0,\,\,"9,0","9,1","23,7","21,4","0,90",46,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 ULT DARK,2.0-16V,Plug-in,A-8,S,E,G,7,69,0,A,\,36,0,\,\,"9,0","9,1","23,7","21,4","0,90",46,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 ULTIMATE,2.0-16V,Plug-in,A-8,S,E,G,7,69,0,A,\,36,0,\,\,"9,0","9,1","23,7","21,4","0,90",46,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 PLUS,2.0-16V,Plug-in,A-8,S,E,G,7,69,0,A,\,36,0,\,\,"9,0","9,1","23,7","21,4","0,90",46,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 CORE,2.0-16V,Plug-in,A-8,S,E,G,7,69,0,A,\,36,0,\,\,"9,0","9,1","23,7","21,4","0,90",46,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 MOMENTUM,2.0-16V,Plug-in,A-8,S,E,G,3,19,0,A,\,23,0,\,\,"11,1","11,2","28,9","25,9","0,74",55,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 POLESTAR,2.0-16V,Plug-in,A-8,S,E,G,3,19,0,A,\,23,0,\,\,"11,1","11,2","28,9","25,9","0,74",55,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 INSCRIPT,2.0-16V,Plug-in,A-8,S,E,G,3,19,0,A,\,23,0,\,\,"11,1","11,2","28,9","25,9","0,74",55,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 R-DESIGN,2.0-16V,Plug-in,A-8,S,E,G,3,19,0,A,\,23,0,\,\,"11,1","11,2","28,9","25,9","0,74",55,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC60,INSC EXPRES,2.0-16V,Plug-in,A-8,S,E,G,3,19,0,A,\,23,0,\,\,"11,1","11,2","28,9","25,9","0,74",55,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 ULT DARK,2.0-16V,Plug-in,A-8,S,E,G,3,19,0,A,\,23,0,\,\,"11,1","11,2","28,9","25,9","0,74",55,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 ULTIMATE,2.0-16V,Plug-in,A-8,S,E,G,3,19,0,A,\,23,0,\,\,"11,1","11,2","28,9","25,9","0,74",55,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 PLUS,2.0-16V,Plug-in,A-8,S,E,G,3,19,0,A,\,23,0,\,\,"11,1","11,2","28,9","25,9","0,74",55,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 CORE,2.0-16V,Plug-in,A-8,S,E,G,3,19,0,A,\,23,0,\,\,"11,1","11,2","28,9","25,9","0,74",55,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC40,RECHARGE PE,ELÉTRICO,Elétrico,A,S,E,E,ND,0,0,A,\,\,\,\,\,\,\,"29,3","25,0","0,74",305,A,A,-,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC40,8 CORE,ELÉTRICO,Elétrico,A,S,E,E,ND,0,0,A,\,\,\,\,\,\,\,"29,3","25,0","0,74",305,A,A,-,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC40,8 PLUS,ELÉTRICO,Elétrico,A,S,E,E,ND,0,0,A,\,\,\,\,\,\,\,"29,3","25,0","0,74",305,A,A,-,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC40,8 ULTIMATE,ELÉTRICO,Elétrico,A,S,E,E,ND,0,0,A,\,\,\,\,\,\,\,"29,3","25,0","0,74",305,A,A,-,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC40,P8 RECHARGE,ELÉTRICO,Elétrico,A,S,E,E,ND,0,0,A,\,\,\,\,\,\,\,"29,3","25,0","0,74",305,A,A,-,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,C40 (ano modelo 2024),8 ULTIMATE,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,"35,8","32,0","0,60",352,A,A,-,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,C40 (ano modelo 2024),8 PLUS,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,"35,8","32,0","0,60",352,A,A,-,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,C40 (ano modelo 2024),8 CORE,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,"35,8","32,0","0,60",352,A,A,-,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,C40 (ano modelo 2024),P8 RECHARGE,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,"35,8","32,0","0,60",352,A,A,-,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC40 (ano modelo 2024),RECHARGE PE,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,"33,8","31,0","0,62",348,A,A,-,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC40 (ano modelo 2024),8 CORE,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,"33,8","31,0","0,62",348,A,A,-,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC40 (ano modelo 2024),8 PLUS,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,"33,8","31,0","0,62",348,A,A,-,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC40 (ano modelo 2024),8 ULTIMATE,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,"33,8","31,0","0,62",348,A,A,-,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC40 (ano modelo 2024),P8 RECHARGE,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,"33,8","31,0","0,62",348,A,A,-,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),INSC EXPRES,2.0-16V,Plug-in,A-8,S,E,G,3,31,0,A,\,28,0,\,\,"10,3","10,3","24,2","23,3","0,85",50,A,A,SIM,10,2023
