"Ano:2016 Modelo: Todos Data: 06/12/2016
Categoria: Todas Motor: Todos Última Atualização: 06/12/2016
Marca: Todas
INSTITUTO NACIONAL DE METROLOGIA,
QUALIDADE E TECNOLOGIA
PROGRAMA BRASILEIRO DE ETIQUETAGEM ­ PBE
Tabelas de Consumo/Eficiência
Etiqueta Nacional de Conservação de Energia ­ ENCE
Energética
Veículos Automotores Leves
Categoria Todas
Modelos com classificação PBE para ENCE
Comparação entre modelos participantes
Ano2016
35Marcas
Valor de CO2 da
1102 Modelos/Versões emissão no
escapamento referente Valores em km/l medidos em condições padrão de laboratório (NBR7024) e ajustados para
349Modelo(s) com Selo CONPET ao combustível de simular condições mais comuns de utilização. O consumo percebido pelo motorista poderá
origem fóssil não variar para mais ou para menos, dependendo das condições de uso. Para saber por que,
renovável consulte: www.inmetro.gov.br e www.conpet.gov.br",,None_1,None_2,None_3,None_4,None_5,None_6,None_7,None_8,None_9,None_10,None_11,None_12,None_13,None_14,None_15,None_16,None_17,None_18,None_19,None_20,None_21,Página,Ano,
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes(?),,,,Gás Efeito Estufa(?),,Etanol,,"Gasolina /
Diesel",,,,,,35,2016,
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina /
Diesel","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa na
Categoria","Comparação
Absoluta
Geral",,35,2016,
,,,,,,,,,,,,,"CO2
fóssil
(g/km)","CO2 fóssil
(g/km)",,,,,,,,,35,2016,
,LAND ROVER,Discovery Sport,2.2­16V,SD4 HSEL7L,A­9,S,E,D,"0,003","0,031","0,293",C,\,197,\,\,"9,3","11,4","2,66",A,D,­,35,2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.2­16V,SD4 S,A­9,S,E,D,"0,003","0,031","0,293",C,\,197,\,\,"9,3","11,4","2,66",A,D,­,35,2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.2­16V,SD4 SE,A­9,S,E,D,"0,003","0,031","0,293",C,\,197,\,\,"9,3","11,4","2,66",A,D,­,35,2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.2­16V,SD4 SE 7L,A­9,S,E,D,"0,003","0,031","0,293",C,\,197,\,\,"9,3","11,4","2,66",A,D,­,35,2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.0­16V,SI4 S,A­9,S,E,G,"0,006","0,156","0,006",A,\,182,\,\,"7,0","8,5","2,95",B,E,­,35,2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.0­16V,SI4 SE,A­9,S,E,G,"0,006","0,156","0,006",A,\,182,\,\,"7,0","8,5","2,95",B,E,­,35,2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.0­16V,SI4 HSE,A­9,S,E,G,"0,006","0,156","0,006",A,\,182,\,\,"7,0","8,5","2,95",B,E,­,35,2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.0­16V,SI4 HSEL,A­9,S,E,G,"0,006","0,156","0,006",A,\,182,\,\,"7,0","8,5","2,95",B,E,­,35,2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.0­16V,SI4 SE7L,A­9,S,E,G,"0,006","0,156","0,006",A,\,182,\,\,"7,0","8,5","2,95",B,E,­,35,2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.0­16V,HSE7L,A­9,S,E,G,"0,006","0,156","0,006",A,\,182,\,\,"7,0","8,5","2,95",B,E,­,35,2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.0­16V,HSEL 7L,A­9,S,E,G,"0,006","0,156","0,006",A,\,182,\,\,"7,0","8,5","2,95",B,E,­,35,2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport BR,2.0­16V,SI4 S,A­9,S,E,G,"0,006","0,156","0,006",A,\,182,\,\,"7,0","8,5","2,95",B,E,­,35,2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport BR,2.0­16V,SI4 SE,A­9,S,E,G,"0,006","0,156","0,006",A,\,182,\,\,"7,0","8,5","2,95",B,E,­,35,2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport BR,2.0­16V,SI4 HSE,A­9,S,E,G,"0,006","0,156","0,006",A,\,182,\,\,"7,0","8,5","2,95",B,E,­,35,2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport BR,2.0­16V,SI4 HSEL,A­9,S,E,G,"0,006","0,156","0,006",A,\,182,\,\,"7,0","8,5","2,95",B,E,­,35,2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport BR,2.0­16V,SI4 SE7L,A­9,S,E,G,"0,006","0,156","0,006",A,\,182,\,\,"7,0","8,5","2,95",B,E,­,35,2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport BR,2.0­16V,HSE7L,A­9,S,E,G,"0,006","0,156","0,006",A,\,182,\,\,"7,0","8,5","2,95",B,E,­,35,2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport BR,2.0­16V,HSEL 7L,A­9,S,E,G,"0,006","0,156","0,006",A,\,182,\,\,"7,0","8,5","2,95",B,E,­,35,2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.0­16V,TD4 HSE,A­9,S,E,D,"0,002","0,024","0,286",C,\,166,\,\,"11,0","13,2","2,25",A,C,­,35,2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.0­16V,TD4 HSE L,A­9,S,E,D,"0,002","0,024","0,286",C,\,166,\,\,"11,0","13,2","2,25",A,C,­,35,2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.0­16V,TD4 HSE 7L,A­9,S,E,D,"0,002","0,024","0,286",C,\,166,\,\,"11,0","13,2","2,25",A,C,­,35,2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.0­16V,TD4 HSEL7L,A­9,S,E,D,"0,002","0,024","0,286",C,\,166,\,\,"11,0","13,2","2,25",A,C,­,35,2016,"FORA DE
ESTRADA"
,,,,,,,,,,,,,,,,,,,,,,,35,2016,
,,,,,,,,,,,,,,,,,,,,,,,35,2016,
,,,,,,,,,,,,,,,,,,,,,,,35,2016,Página 35 / 44
,,,,,,,,,,,,,,,,,,,,,,,35,2016,
,,,,,,,,,,,,,,,,,,,,,,,36,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Emissões no Escapamento,,,,,,Quilometragem por Litro(?),,,,"Consumo
Energético
(MJ/km)",Classificação PBE,,"Selo
CONPET
de
Eficiência
Energética",36,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes(?),,,,Gás Efeito Estufa(?),,Etanol,,"Gasolina /
Diesel",,,,,,36,2016,
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina /
Diesel","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa na
Categoria","Comparação
Absoluta
Geral",,36,2016,
,,,,,,,,,,,,,"CO2
fóssil
(g/km)","CO2 fóssil
(g/km)",,,,,,,,,36,2016,
,LAND ROVER,Discovery Sport,2.0­16V,TD4 S,A­9,S,E,D,"0,002","0,024","0,286",C,\,166,\,\,"11,0","13,2","2,25",A,C,­,36,2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.0­16V,TD4 SE,A­9,S,E,D,"0,002","0,024","0,286",C,\,166,\,\,"11,0","13,2","2,25",A,C,­,36,2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.0­16V,TD4 SE 7L,A­9,S,E,D,"0,002","0,024","0,286",C,\,166,\,\,"11,0","13,2","2,25",A,C,­,36,2016,"FORA DE
ESTRADA"
,LAND ROVER,Evoque,2.2­16V,Pure SD4,A­9,S,E,D,"0,002","0,043","0,204",A,\,105,\,\,"10,7","12,8","2,32",A,C,­,36,2016,"FORA DE
ESTRADA"
,LAND ROVER,Evoque,2.2­16V,HSE SD4,A­9,S,E,D,"0,002","0,043","0,204",A,\,105,\,\,"10,7","12,8","2,32",A,C,­,36,2016,"FORA DE
ESTRADA"
,LAND ROVER,Evoque,2.0­16V,Pure,A­9,S,E,G,"0,006","0,016","0,006",A,\,151,\,\,"7,8","11,6","2,44",A,D,­,36,2016,"FORA DE
ESTRADA"
,LAND ROVER,Evoque,2.0­16V,SE,A­9,S,E,G,"0,006","0,016","0,006",A,\,151,\,\,"7,8","11,6","2,44",A,D,­,36,2016,"FORA DE
ESTRADA"
,LAND ROVER,Evoque,2.0­16V,SE Dynamic,A­9,S,E,G,"0,006","0,016","0,006",A,\,151,\,\,"7,8","11,6","2,44",A,D,­,36,2016,"FORA DE
ESTRADA"
,LAND ROVER,Evoque,2.0­16V,HSE Dynamic,A­9,S,E,G,"0,006","0,016","0,006",A,\,151,\,\,"7,8","11,6","2,44",A,D,­,36,2016,"FORA DE
ESTRADA"
,LAND ROVER,Evoque BR,2.0­16V,Pure,A­9,S,E,G,"0,006","0,016","0,006",A,\,151,\,\,"7,8","11,6","2,44",A,D,­,36,2016,"FORA DE
ESTRADA"
,LAND ROVER,Evoque BR,2.0­16V,SE,A­9,S,E,G,"0,006","0,016","0,006",A,\,151,\,\,"7,8","11,6","2,44",A,D,­,36,2016,"FORA DE
ESTRADA"
,LAND ROVER,Evoque BR,2.0­16V,SE Dynamic,A­9,S,E,G,"0,006","0,016","0,006",A,\,151,\,\,"7,8","11,6","2,44",A,D,­,36,2016,"FORA DE
ESTRADA"
,LAND ROVER,Evoque BR,2.0­16V,HSE Dynamic,A­9,S,E,G,"0,006","0,016","0,006",A,\,151,\,\,"7,8","11,6","2,44",A,D,­,36,2016,"FORA DE
ESTRADA"
,LAND ROVER,Evoque,2.0­16V,HSE TD4,A­9,S,E,D,"0,003","0,036","0,235",B,\,146,\,\,"12,1","15,8","1,96",A,C,­,36,2016,"FORA DE
ESTRADA"
,LAND ROVER,Evoque,2.0­16V,SE TD4,A­9,S,E,D,"0,003","0,036","0,235",B,\,146,\,\,"12,1","15,8","1,96",A,C,­,36,2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover,3.0­24V,TDV6 HSE,A­8,S,E,D,"0,010","0,062","0,296",C,\,186,\,\,"10,0","11,8","2,51",A,D,­,36,2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover,3.0­24V,TDV6 Vogue,A­8,S,E,D,"0,010","0,062","0,296",C,\,186,\,\,"10,0","11,8","2,51",A,D,­,36,2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover,5.0­32V,"V8 SC
Voguese",A­8,S,E,G,"0,006","0,152","0,009",A,\,251,\,\,"4,7","7,5","4,06",E,E,­,36,2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover,5.0­32V,V8 SC AB,A­8,S,E,G,"0,006","0,152","0,009",A,\,251,\,\,"4,7","7,5","4,06",E,E,­,36,2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover,5.0­32V,V8 SC AB L,A­8,S,E,G,"0,006","0,152","0,009",A,\,251,\,\,"4,7","7,5","4,06",E,E,­,36,2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover,5.0­32V,ABLACKL,A­8,S,E,G,"0,006","0,152","0,009",A,\,251,\,\,"4,7","7,5","4,06",E,E,­,36,2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover,5.0­32V,V8SC SVAB,A­8,S,E,G,"0,006","0,326","0,007",A,\,244,\,\,"4,9","7,3","3,96",E,E,­,36,2016,"FORA DE
ESTRADA"
,,,,,,,,,,,,,,,,,,,,,,,36,2016,
,,,,,,,,,,,,,,,,,,,,,,,36,2016,
,,,,,,,,,,,,,,,,,,,,,,,36,2016,Página 36 / 44
,,,,,,,,,,,,,,,,,,,,,,,36,2016,
,,,,,,,,,,,,,,,,,,,,,,,37,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Emissões no Escapamento,,,,,,Quilometragem por Litro(?),,,,"Consumo
Energético
(MJ/km)",Classificação PBE,,"Selo
CONPET
de
Eficiência
Energética",37,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes(?),,,,Gás Efeito Estufa(?),,Etanol,,"Gasolina /
Diesel",,,,,,37,2016,
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina /
Diesel","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa na
Categoria","Comparação
Absoluta
Geral",,37,2016,
,,,,,,,,,,,,,"CO2
fóssil
(g/km)","CO2 fóssil
(g/km)",,,,,,,,,37,2016,
,LAND ROVER,Range Rover Sport,3.0­24V,"3,0 SC HST",A­8,S,E,G,"0,006","0,078","0,008",A,\,198,\,\,"6,2","8,4","3,22",C,E,­,37,2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover Sport,3.0­24V,"3,0 SC S",A­8,S,E,G,"0,006","0,094","0,009",A,\,212,\,\,"5,8","7,9","3,43",D,E,­,37,2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover Sport,3.0­24V,"3,0 SC SE",A­8,S,E,G,"0,006","0,094","0,009",A,\,212,\,\,"5,8","7,9","3,43",D,E,­,37,2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover Sport,3.0­24V,"3,0 SE HSE",A­8,S,E,G,"0,006","0,094","0,009",A,\,212,\,\,"5,8","7,9","3,43",D,E,­,37,2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover Sport,3.0­24V,"3,0 TD HSE",A­8,S,E,D,"0,002","0,051","0,326",C,\,188,\,\,"9,4","12,7","2,53",A,D,­,37,2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover Sport,3.0­24V,"3,0 TD S",A­8,S,E,D,"0,002","0,051","0,326",C,\,188,\,\,"9,4","12,7","2,53",A,D,­,37,2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover Sport,3.0­24V,"3,0 TD SE",A­8,S,E,D,"0,002","0,051","0,326",C,\,188,\,\,"9,4","12,7","2,53",A,D,­,37,2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover Sport,3.0­24V,"3,0 TD ABD",A­8,S,E,D,"0,002","0,051","0,326",C,\,188,\,\,"9,4","12,7","2,53",A,D,­,37,2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover Sport,5.0­32V,"5,0 SC DYN",A­8,S,E,G,"0,007","0,161","0,007",A,\,243,\,\,"4,9","7,3","3,94",E,E,­,37,2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover Sport,5.0­32V,"5,0 SC AB",A­8,S,E,G,"0,007","0,161","0,007",A,\,243,\,\,"4,9","7,3","3,94",E,E,­,37,2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover Sport,5.0­32V,"5,0 SC AB D",A­8,S,E,G,"0,007","0,161","0,007",A,\,243,\,\,"4,9","7,3","3,94",E,E,­,37,2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover Sport,5.0­32V,SVR 550,A­8,S,E,G,"0,010","0,088","0,009",A,\,242,\,\,"5,0","7,3","3,92",E,E,­,37,2016,"FORA DE
ESTRADA"
,MERCEDES­BENZ,GLE 350d,3.0­32V,,A­9,S,E,D,"0,012","0,073","0,101",A,\,197,\,\,"8,8","12,6","2,67",A,D,­,37,2016,"FORA DE
ESTRADA"
,MITSUBISHI,ASX,2.0­16V,Outdoor,M­5,S,E,G,"0,022","0,446","0,019",A,\,167,\,\,"7,6","8,9","2,72",A,D,­,37,2016,"FORA DE
ESTRADA"
,MITSUBISHI,Outlander,2.2­16V,4WD,A­6,S,E,D,"0,001","0,019","0,297",C,\,169,\,\,"11,0","13,4","2,23",A,C,­,37,2016,"FORA DE
ESTRADA"
,MITSUBISHI,New Outlander,3.0­24V,GT 4WD,A­6,S,E,G,"0,039","0,320","0,005",B,\,183,\,\,"6,9","8,4","2,97",B,E,­,37,2016,"FORA DE
ESTRADA"
,MITSUBISHI,Pajero 5 portas,3.8­24V,4X4,A­5,S,H,G,"0,052","0,071","0,063",C,\,238,\,\,"5,3","6,7","3,85",E,E,­,37,2016,"FORA DE
ESTRADA"
,RENAULT,Duster,2.0­16V,"Dynamique
(4x4)",M­6,S,H,F,"0,032","0,461","0,032",B,0,141,"6,2","7,1","9,1","10,3","2,31",A,C,­,37,2016,"FORA DE
ESTRADA"
,RENAULT,Duster (2017),2.0­16V,"Dynamique
(4x4)",M­6,S,E­H,F,"0,032","0,472","0,023",B,0,132,"6,7","7,5","9,8","10,8","2,15",A,C,­,37,2016,"FORA DE
ESTRADA"
,RENAULT,Duster (2017),2.0­16V,Dakar (4x4),M­6,S,E­H,F,"0,032","0,472","0,023",B,0,132,"6,7","7,5","9,8","10,8","2,15",A,C,­,37,2016,"FORA DE
ESTRADA"
,SUZUKI,Grand Vitara,2.0­16V,4X4,A­4,S,H,G,"0,043","0,041","0,009",C,\,172,\,\,"7,3","8,9","2,80",A,D,­,37,2016,"FORA DE
ESTRADA"
,SUZUKI,Grand Vitara,2.0­16V,4X4 Premium,A­4,S,H,G,"0,043","0,041","0,009",C,\,172,\,\,"7,3","8,9","2,80",A,D,­,37,2016,"FORA DE
ESTRADA"
,,,,,,,,,,,,,,,,,,,,,,,37,2016,
,,,,,,,,,,,,,,,,,,,,,,,37,2016,
,,,,,,,,,,,,,,,,,,,,,,,37,2016,Página 37 / 44
,,,,,,,,,,,,,,,,,,,,,,,37,2016,
,,,,,,,,,,,,,,,,,,,,,,,38,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Emissões no Escapamento,,,,,,Quilometragem por Litro(?),,,,"Consumo
Energético
(MJ/km)",Classificação PBE,,"Selo
CONPET
de
Eficiência
Energética",38,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes(?),,,,Gás Efeito Estufa(?),,Etanol,,"Gasolina /
Diesel",,,,,,38,2016,
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina /
Diesel","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa na
Categoria","Comparação
Absoluta
Geral",,38,2016,
,,,,,,,,,,,,,"CO2
fóssil
(g/km)","CO2 fóssil
(g/km)",,,,,,,,,38,2016,
,SUZUKI,Grand Vitara,2.0­16V,4X4,M­5,S,H,G,"0,042","1,182","0,040",C,\,167,\,\,"7,6","9,1","2,71",A,D,­,38,2016,"FORA DE
ESTRADA"
,SUZUKI,Grand Vitara,2.0­16V,4X4 Sport,M­5,S,H,G,"0,042","1,182","0,040",C,\,167,\,\,"7,6","9,1","2,71",A,D,­,38,2016,"FORA DE
ESTRADA"
,SUZUKI,Jimny 4X4,1.3­16V,4All,M­5,S,H,G,"0,029","0,192","0,017",A,\,134,\,\,"9,5","10,7","2,19",A,C,­,38,2016,"FORA DE
ESTRADA"
,SUZUKI,Jimny 4X4,1.3­16V,4Sun,M­5,S,H,G,"0,029","0,192","0,017",A,\,134,\,\,"9,5","10,7","2,19",A,C,­,38,2016,"FORA DE
ESTRADA"
,SUZUKI,Jimny 4X4,1.3­16V,4Sport,M­5,S,H,G,"0,029","0,192","0,017",A,\,134,\,\,"9,5","10,7","2,19",A,C,­,38,2016,"FORA DE
ESTRADA"
,SUZUKI,Jimny 4X4,1.3­16V,4Work,M­5,S,H,G,"0,029","0,192","0,017",A,\,134,\,\,"9,5","10,7","2,19",A,C,­,38,2016,"FORA DE
ESTRADA"
,TOYOTA,Hilux SW4 Diesel 4X4,2.8­16V,SRV,A­6,S,E,D,"0,002","0,037","0,279",B,\,208,\,\,"9,0","10,5","2,81",A,D,­,38,2016,"FORA DE
ESTRADA"
,TOYOTA,Hilux SW4 Diesel 4X4,2.8­16V,SRX,A­6,S,E,D,"0,002","0,037","0,279",B,\,208,\,\,"9,0","10,5","2,81",A,D,­,38,2016,"FORA DE
ESTRADA"
,TOYOTA,Hilux SW4 Gasolina 4X4,4.0­24V,SRX,A­6,S,E,G,"0,020","0,408","0,010",A,\,209,\,\,"6,0","7,6","3,39",D,E,­,38,2016,"FORA DE
ESTRADA"
,CHEVROLET,Spin,1.8­8V,LTZ (7L),A­6,S,H,F,"0,016","0,357","0,016",A,0,141,"5,9","7,4","8,9","10,8","2,32",A,C,­,38,2016,MINIVAN
,CHEVROLET,Spin,1.8­8V,LTZ (7L),M­5,S,H,F,"0,021","0,646","0,021",A,0,138,"6,5","7,4","9,2","10,8","2,22",A,C,­,38,2016,MINIVAN
,CHEVROLET,Spin (2017),1.8­8V,LTZ (7L),M­6,S,E,F,"0,015","0,414","0,017",A,0,106,"8,1","9,4","11,8","13,7","1,73",A,B,SIM,38,2016,MINIVAN
,CHEVROLET,Spin (2017),1.8­8V,LTZ (7L),A­6,S,E,F,"0,019","0,445","0,016",A,0,114,"7,5","9,2","10,9","13,1","1,85",A,B,SIM,38,2016,MINIVAN
,CHRYSLER,Town & Country,3.6­24V,Touring,A­6,S,H,G,"0,055","0,440","0,033",C,\,196,\,\,"6,2","8,6","3,19",E,E,­,38,2016,MINIVAN
,CHRYSLER,Town & Country,3.6­24V,Limited,A­6,S,H,G,"0,055","0,440","0,033",C,\,196,\,\,"6,2","8,6","3,19",E,E,­,38,2016,MINIVAN
,CITROEN,Grand C4 Picasso,1.6­16V,Seduction,A­6,S,E­H,G,"0,022","0,245","0,029",A,\,131,\,\,"9,4","11,7","2,13",A,C,­,38,2016,MINIVAN
,CITROEN,Grand C4 Picasso,1.6­16V,Intensive,A­6,S,E­H,G,"0,022","0,245","0,029",A,\,131,\,\,"9,4","11,7","2,13",A,C,­,38,2016,MINIVAN
,DODGE,Journey,3.6­24V,SXT,A­6,S,H,G,"0,029","0,277","0,014",A,\,185,\,\,"6,5","9,3","3,00",E,E,­,38,2016,MINIVAN
,FIAT,Dobló,1.4­8V,Attractive,M­5,S,H,F,"0,018","0,530","0,031",A,0,145,"6,4","6,4","9,3","9,4","2,36",A,D,­,38,2016,MINIVAN
,FIAT,Dobló,1.8­16V,Essence,M­5,S,H,F,"0,015","0,566","0,020",A,0,145,"6,2","6,7","9,1","9,7","2,36",A,D,­,38,2016,MINIVAN
,FIAT,Dobló (2017),1.8­16V,Essence 7L,M­5,S,H,F,"0,014","0,495","0,018",A,0,140,"6,4","7,0","9,3","10,2","2,28",A,C,­,38,2016,MINIVAN
,FIAT,Freemont,2.4­16V,Emotion,A­6,S,H,G,"0,024","0,385","0,032",A,\,165,\,\,"7,1","10,7","2,68",D,D,­,38,2016,MINIVAN
,FIAT,Freemont,2.4­16V,Precision,A­6,S,H,G,"0,024","0,385","0,032",A,\,165,\,\,"7,1","10,7","2,68",D,D,­,38,2016,MINIVAN
,HYUNDAI,Santa Fé,3.3­24V,(7L),A­6,S,E,G,"0,019","0,018","0,074",C,\,174,\,\,"7,1","9,2","2,83",E,D,­,38,2016,MINIVAN
,JAC,J6,2.0­16V,Jetflex 7S,M­5,S,H,F,"0,037","0,032","0,034",B,0,175,"5,0","6,2","7,1","9,0","2,83",E,D,­,38,2016,MINIVAN
,JAC,Carnival,3.3­24V,EX,A­6,S,H,G,"0,015","0,133","0,034",A,\,187,\,\,"6,5","8,7","3,05",E,E,­,38,2016,MINIVAN
,MERCEDES­BENZ,Vito Tourer 119,2.0­16V,,M­6,S,E,F,"0,011","0,292","0,024",A,0,149,"5,6","7,5","8,1","10,9","2,42",B,D,­,38,2016,MINIVAN
,CITROEN,Jumper,2.3­16V,"Minibus 2,3HDi
33M",M­5,S,H,D,"0,020","0,047","0,289",C,\,236,\,\,"7,9","9,6","3,18",E,E,­,38,2016,COMERCIAL
,CITROEN,Jumper,2.3­16V,"Furgão 2,3HDi
35LH",M­5,S,H,D,"0,020","0,047","0,289",C,\,236,\,\,"7,9","9,6","3,18",E,E,­,38,2016,COMERCIAL
,FIAT,Dobló,1.4­8V,Cargo,M­5,N,M,F,"0,020","0,499","0,033",A,0,134,"6,8","7,1","9,8","10,3","2,19",A,C,­,38,2016,COMERCIAL
,,,,,,,,,,,,,,,,,,,,,,,38,2016,
,,,,,,,,,,,,,,,,,,,,,,,38,2016,Página 38 / 44
,,,,,,,,,,,,,,,,,,,,,,,38,2016,
,,,,,,,,,,,,,,,,,,,,,,,39,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Emissões no Escapamento,,,,,,Quilometragem por Litro(?),,,,"Consumo
Energético
(MJ/km)",Classificação PBE,,"Selo
CONPET
de
Eficiência
Energética",39,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes(?),,,,Gás Efeito Estufa(?),,Etanol,,"Gasolina /
Diesel",,,,,,39,2016,
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina /
Diesel","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa na
Categoria","Comparação
Absoluta
Geral",,39,2016,
,,,,,,,,,,,,,"CO2
fóssil
(g/km)","CO2 fóssil
(g/km)",,,,,,,,,39,2016,
,FIAT,Dobló,1.8­16V,Cargo,M­5,N,M,F,"0,015","0,566","0,020",A,0,136,"6,4","7,1","9,5","10,4","2,24",A,C,­,39,2016,COMERCIAL
,MERCEDES­BENZ,Vito 111 CDI,1.6­16V,,M­6,N,E,D,"0,008","0,048","0,226",C,\,191,\,\,"8,2","11,6","2,89",E,D,­,39,2016,COMERCIAL
,MERCEDES­BENZ,Sprinter Street 313,2.1­16V,,M­6,S,H,D,"0,018","0,011","0,116",C,\,246,\,\,"7,6","9,1","3,33",E,E,­,39,2016,COMERCIAL
