Categoria,Marca,Modelo,Versão,Motor,"Tipo de
Médio,CHEVROLET,ONIX PLUS,10TAT LTZ (MY25.5),1.0T - 12V,Combustão,A-6,S,E,F,40,139,4,B,0,99,\,8.5,11.0,12.0,15.6,\,\,1.59,\,B,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,CHEVROLET,ONIX PLUS,10TAT NB (MY25.5),1.0T - 12V,Combustão,A-6,S,E,F,40,139,4,B,0,99,\,8.5,11.0,12.0,15.6,\,\,1.59,\,B,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,CHEVROLET,SPIN,1.8L AT LS,1.8L -8V,Combustão,A-6,S,E,F,30,366,2,B,0,121,\,7.2,8.8,10.2,12.6,\,\,1.94,\,E,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,CHEVROLET,SPIN,1.8L AT LT,1.8L -8V,Combustão,A-6,S,E,F,30,366,2,B,0,121,\,7.2,8.8,10.2,12.6,\,\,1.94,\,E,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,CHEVROLET,SPIN,1.8L AT ACT,1.8L -8V,Combustão,A-6,S,E,F,33,351,2,B,0,125,\,6.9,8.6,9.8,12.3,\,\,2.02,\,E,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,CHEVROLET,SPIN,1.8L AT LTZ5,1.8L -8V,Combustão,A-6,S,E,F,33,351,2,B,0,125,\,6.9,8.6,9.8,12.3,\,\,2.02,\,E,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,CHEVROLET,SPIN,1.8L MT LS E,1.8L-8V,Combustão,M-6,S,E,F,52,411,2,B,0,115,\,7.5,8.9,10.8,12.8,\,\,1.87,\,D,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,CHEVROLET,SPIN,1.8L MT LT,1.8L-8V,Combustão,M-6,S,E,F,52,411,2,B,0,115,\,7.5,8.9,10.8,12.8,\,\,1.87,\,D,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,CHEVROLET,SPIN,1.8L MT LT (MY25),1.8L-8V,Combustão,M-6,S,E,F,39,396,3,B,0,115,\,7.7,8.6,11.0,12.5,\,\,1.87,\,D,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,CHEVROLET,SPIN,1.8L AT LT (MY25),1.8L-8V,Combustão,A-6,S,E,F,35,439,3,B,0,115,\,7.4,9.3,10.5,13.4,\,\,1.87,\,D,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,CHEVROLET,SPIN,1.8L AT,1.8L-8V,Combustão,A-6,S,E,F,35,439,3,B,0,115,\,7.4,9.3,10.5,13.4,\,\,1.87,\,D,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,FIAT,CRONOS,1.0,1.0-6V,Combustão,M-5,S,E,F,39,377,3,B,0,92,\,9.8,11.0,13.4,15.6,\,\,1.47,\,A,B,SIM,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,FIAT,CRONOS,DRIVE 1.0,1.0-6V,Combustão,M-5,S,E,F,39,377,3,B,0,92,\,9.8,11.0,13.4,15.6,\,\,1.47,\,A,B,SIM,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,FIAT,CRONOS,DRIVE 1.3,1.3-8V,Combustão,M-5,S,E,F,33,174,2,B,0,95,\,9.0,10.9,12.8,15.5,\,\,1.53,\,A,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,FIAT,CRONOS,PREC 1.3AT,1.3-8V,Combustão,CVT-7,S,E,F,26,156,2,B,0,94,\,9.3,11.0,13.3,15.0,\,\,1.50,\,A,B,SIM,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,FIAT,CRONOS,DRIVE1.3AT,1.3-8V,Combustão,CVT-7,S,E,F,26,156,2,B,0,94,\,9.3,11.0,13.3,15.0,\,\,1.50,\,A,B,SIM,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,FIAT,CRONOS,DRIVE 1.0 / 1.0 (MY 25),1.0-6V,Combustão,M-5,S,E,F,34,362,2,B,0,89,\,9.6,11.4,13.5,16.6,\,\,1.44,\,A,B,SIM,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,FIAT,CRONOS,DRIVE1.3AT (MY 25),1.3-8V,Combustão,CVT-7,S,E,F,28,297,2,B,0,98,\,8.8,11.0,12.5,14.8,\,\,1.57,\,B,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,FIAT,CRONOS,PREC 1.3AT (MY 25),1.3-8V,Combustão,CVT-7,S,E,F,28,297,2,B,0,98,\,8.8,11.0,12.5,14.8,\,\,1.57,\,B,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,GWM,ORA 03,GT BEV63,Elétrico,Elétrico,A-1,S,E,E,ND,ND,ND,A,\,-,\,\,\,\,\,42.4,36.5,0.51,319,A,A,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,GWM,ORA 03,SKIN BEV48,Elétrico,Elétrico,A-1,S,E,E,ND,ND,ND,A,\,-,\,\,\,\,\,41.7,35.7,0.52,232,A,A,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,GWM,ORA 03,GT BEV63 (MY 25),Elétrico,Elétrico,A-1,S,E,E,ND,ND,ND,A,\,-,\,\,\,\,\,41.1,33.7,0.54,295,A,A,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,HONDA,CITY,LX,1.5-16V,Combustão,CVT,S,E,F,20,93,1,A,0,94,\,9.2,10.5,13.1,15.2,\,\,1.53,\,A,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,HONDA,CITY,EX,1.5-16V,Combustão,CVT,S,E,F,20,93,1,A,0,94,\,9.2,10.5,13.1,15.2,\,\,1.53,\,A,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,HONDA,CITY,EXL,1.5-16V,Combustão,CVT,S,E,F,20,93,1,A,0,94,\,9.2,10.5,13.1,15.2,\,\,1.53,\,A,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,HONDA,CITY,TOURING,1.5-16V,Combustão,CVT,S,E,F,20,93,1,A,0,94,\,9.2,10.5,13.1,15.2,\,\,1.53,\,A,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,HONDA,CITY HATCH,LX,1.5-16V,Combustão,CVT,S,E,F,23,84,2,A,0,95,\,9.1,10.5,13.3,14.8,\,\,1.53,\,A,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,HONDA,CITY HATCH,EX,1.5-16V,Combustão,CVT,S,E,F,23,84,2,A,0,95,\,9.1,10.5,13.3,14.8,\,\,1.53,\,A,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,HONDA,CITY HATCH,EXL,1.5-16V,Combustão,CVT,S,E,F,23,84,2,A,0,95,\,9.1,10.5,13.3,14.8,\,\,1.53,\,A,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,HONDA,CITY HATCH,TOURING,1.5-16V,Combustão,CVT,S,E,F,23,84,2,A,0,95,\,9.1,10.5,13.3,14.8,\,\,1.53,\,A,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,HONDA,HR-V,EX HONDA SENSING,1.5-16V,Combustão,CVT,S,E,F,31,109,3,A,0,100,\,8.8,9.8,12.7,13.9,\,\,1.62,\,B,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,HONDA,HR-V,EXL HONDA SENSING,1.5-16V,Combustão,CVT,S,E,F,31,109,3,A,0,100,\,8.8,9.8,12.7,13.9,\,\,1.62,\,B,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,HONDA,HR-V,ADVANCE,1.5T-16V,Combustão,CVT,S,E,F,37,184,3,B,0,113,\,7.9,8.8,11.3,12.6,\,\,1.83,\,D,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,HONDA,HR-V,TOURING,1.5T-16V,Combustão,CVT,S,E,F,37,184,3,B,0,113,\,7.9,8.8,11.3,12.6,\,\,1.83,\,D,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,HONDA,HR-V (mod.25),ADVANCE,1.5T-16V,Combustão,CVT,S,E,F,32,173,4,A,0,110,\,8.0,9.2,11.4,13.1,\,\,1.78,\,C,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,HONDA,HR-V (mod.25),TOURING,1.5T-16V,Combustão,CVT,S,E,F,32,173,4,A,0,110,\,8.0,9.2,11.4,13.1,\,\,1.78,\,C,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,HYUNDAI,IONIQ,HEV,1.6 -16V,Híbrido,A,S,E,G,20,95,1,A,\,67,\,\,\,18.9,18.8,\,\,1.09,\,A,B,SIM,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,HYUNDAI,TUCSON TURBO,GLS,1.6T -16V,Combustão,DCT-7,S,E,G,19,247,2,C,\,118,\,\,\,10.6,12.2,\,\,1.93,\,E,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,HYUNDAI,TUCSON TURBO,LTD,1.6T -16V,Combustão,DCT-7,S,E,G,19,247,2,C,\,118,\,\,\,10.6,12.2,\,\,1.93,\,E,C,-,2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Manual (M)
Automática (A)
Automática Dupla
Embreagem (DCT)
Automatizada
(MTA)
Contínua (CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-hidráulica
(E-H)","Elétrico
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes,,,,Gás Efeito Estufa,,,,,,,,,,,,,,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"NMOG+NOx
(mg/km)","CO
(mg/km)","CHO
(mg/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",VEHP,Etanol,,"Gasolina
ou
Diesel",,"Elétrico (km/le)
quando VE ou VEHP",,,,,,,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"fóC sO s2il
(g/km)","fóC sO s2il
(g/km)","CO2e
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l e)","Estrada
(km/l e)",,,"Comparação
Relativa
na Categoria","Comparação
Absoluta
Geral",,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,HYUNDAI,KONA HEV,HEV GLS,1.6 -16V,Híbrido,A,S,E,G,24,134,1,A,\,69,\,\,\,19.6,17.4,\,\,1.11,\,A,B,SIM,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,HYUNDAI,KONA HEV,HEV LTD,1.6 -16V,Híbrido,A,S,E,G,24,134,1,A,\,69,\,\,\,19.6,17.4,\,\,1.11,\,A,B,SIM,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,HYUNDAI,KONA EV,EV39,Elétrico,Elétrico,A,S,E,E,ND,ND,ND,A,\,-,\,\,\,\,\,52.5,40.6,0.44,252,A,A,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Hyundai,HB20S,Comfort,1.0-12V,Combustão,M-5,S,E,F,22,163,2,A,0,95,\,9.4,10.4,13.2,15.0,\,\,1.52,\,A,B,SIM,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Hyundai,HB20S,Limited,1.0-12V,Combustão,M-5,S,E,F,22,163,2,A,0,95,\,9.4,10.4,13.2,15.0,\,\,1.52,\,A,B,SIM,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Hyundai,HB20S,Platinum,1.0-12V,Combustão,M-5,S,E,F,22,163,2,A,0,95,\,9.4,10.4,13.2,15.0,\,\,1.52,\,A,B,SIM,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Hyundai,HB20S,Comfort,1.0-12V T,Combustão,M-6,S,E,F,22,110,2,A,0,96,\,9.2,10.7,13.1,14.8,\,\,1.53,\,A,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Hyundai,HB20S,Comfort,1.0-12V T,Combustão,A-6,S,E,F,31,141,4,A,0,106,\,8.3,9.9,11.7,13.9,\,\,1.70,\,C,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Hyundai,HB20S,Platinum,1.0-12V T,Combustão,A-6,S,E,F,31,141,4,A,0,106,\,8.3,9.9,11.7,13.9,\,\,1.70,\,C,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Hyundai,HB20S,Sense,1.0-12V T,Combustão,A-6,S,E,F,31,141,4,A,0,106,\,8.3,9.9,11.7,13.9,\,\,1.70,\,C,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Hyundai,HB20S,Platinum Smart Sense,1.0-12V T,Combustão,A-6,S,E,F,31,141,4,A,0,106,\,8.3,9.9,11.7,13.9,\,\,1.70,\,C,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Hyundai,HB20S,Platinum Safety,1.0-12V T,Combustão,A-6,S,E,F,31,141,4,A,0,106,\,8.3,9.9,11.7,13.9,\,\,1.70,\,C,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Hyundai,HB20S,Platinum Safety,1.0-12V T,Combustão,A-6,S,E,F,29,109,3,A,0,100,\,8.8,10.3,12.5,14.2,\,\,1.60,\,B,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Hyundai,HB20S,Platinum Plus,1.0-12V T,Combustão,A-6,S,E,F,29,109,3,A,0,100,\,8.8,10.3,12.5,14.2,\,\,1.60,\,B,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Hyundai,HB20S,Comfort (25MY),1.0-12V T,Combustão,A-6,S,E,F,21,69,3,A,0,101,\,8.5,10.5,12.1,14.7,\,\,1.62,\,B,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Hyundai,HB20S,Platinum Plus,1.0-12V T,Combustão,A-6,S,E,F,29,109,3,A,0,100,\,8.8,10.3,12.5,14.2,\,\,1.60,\,B,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Hyundai,HB20S,Platinum Safety,1.0-12V T,Combustão,A-6,S,E,F,29,109,3,A,0,100,\,8.8,10.3,12.5,14.2,\,\,1.60,\,B,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Hyundai,HB20S,Comfort (25MY),1.0-12V,Combustão,M-5,S,E,F,13,127,1,A,0,93,\,9.6,10.8,13.4,15.3,\,\,1.49,\,A,B,SIM,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Hyundai,HB20S,Limited (25MY),1.0-12V,Combustão,M-5,S,E,F,13,127,1,A,0,93,\,9.6,10.8,13.4,15.3,\,\,1.49,\,A,B,SIM,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Hyundai,HB20S,Comfort (25MY),1.0-12V T,Combustão,A-6,S,E,F,31,129,3,A,0,93,\,9.0,11.2,13.0,16.0,\,\,1.51,\,A,B,SIM,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Hyundai,HB20S,Platinum Safety (25MY),1.0-12V T,Combustão,A-6,S,E,F,31,129,3,A,0,93,\,9.0,11.2,13.0,16.0,\,\,1.51,\,A,B,SIM,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,JAC,e-JS4,e-JS4,Elétrico,Elétrico,A-1,S,E,E,ND,ND,ND,A,\,-,\,\,\,\,\,47.5,39.1,0.47,307,A,A,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,KIA,STONIC,MHEV EX,1.0 - 12V,Híbrido,DCT-7,S,E,G,39,145,0,A,\,95,\,\,\,13.7,13.8,\,\,1.55,\,B,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,KIA,STONIC,MHEV LX,1.0 - 12V,Híbrido,DCT-7,S,E,G,39,145,0,A,\,95,\,\,\,13.7,13.8,\,\,1.55,\,B,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,KIA,STONIC,MHEV SX,1.0 - 12V,Híbrido,DCT-7,S,E,G,39,145,0,A,\,95,\,\,\,13.7,13.8,\,\,1.55,\,B,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,KIA,STONIC,MHEV GT,1.0 - 12V,Híbrido,DCT-7,S,E,G,39,145,0,A,\,95,\,\,\,13.7,13.8,\,\,1.55,\,B,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Mercedes-Benz,AMG A35 4MATIC,,2.0-16V,Combustão,DCT-7,S,E,G,35,81,2,A,\,139,\,\,\,8.7,11.7,\,\,2.25,\,E,D,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Mercedes-Benz,A200 AMG LINE,,1.3-16V,Híbrido,A-7,S,E,G,18,100,3,A,\,100,\,\,\,12.3,14.4,\,\,1.63,\,B,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Mercedes-Benz,A200 AMG LINE,,1.3-16V,Híbrido,A-7,S,E,G,27,135,1,A,\,103,\,\,\,12.1,14.3,\,\,1.66,\,B,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,MINI,Countryman,PHEV,1.5 - 12V,Plug-in,A-6,S,E,G,10,128,1,A,\,132,56,\,\,10.1,10.2,23.4,27.9,0.80,8,A,A,SIM,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,MINI,Countryman,JCW,2.0 - 16V,Combustão,A-8,S,E,G,25,58,1,A,\,141,\,\,\,8.8,10.8,\,\,2.29,\,E,D,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,MINI,Cooper,S 5P EXCLUSIVE,2.0 - 16V,Combustão,DCT-7,S,E,G,8,69,0,A,\,105,\,\,\,11.5,14.5,\,\,1.71,\,C,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,MINI,Cooper,S 5P TOP,2.0 - 16V,Combustão,DCT-7,S,E,G,8,69,0,A,\,105,\,\,\,11.5,14.5,\,\,1.71,\,C,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Nissan,Versa,SENSE,1.6-16V,Combustão,CVT,S,E,F,28,204,2,B,0,102,\,8.1,10.5,11.8,15.0,\,\,1.66,\,B,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Nissan,Versa,EXCLUSIVE,1.6-16V,Combustão,CVT,S,E,F,28,204,2,B,0,102,\,8.1,10.5,11.8,15.0,\,\,1.66,\,B,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Nissan,Versa,ADVANCE,1.6-16V,Combustão,CVT,S,E,F,28,204,2,B,0,102,\,8.1,10.5,11.8,15.0,\,\,1.66,\,B,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,PEUGEOT,E2008,GT,Elétrico,Elétrico,A-1,S,E,E,ND,ND,ND,A,\,-,\,\,\,\,\,38.0,35.1,0.55,234,A,A,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Renault,Logan,ZEN16CVT,1.6 - 16V,Combustão,CVT,S,E-H,F,41,223,4,B,0,119,\,7.4,8.5,10.7,12.2,\,\,1.92,\,E,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Renault,Logan,LIFE,1.0-12V,Combustão,M-5,S,E-H,F,50,255,2,B,0,95,\,9.6,9.8,13.6,14.4,\,\,1.53,\,A,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Renault,Logan,ZEN,1.0-12V,Combustão,M-5,S,E-H,F,50,255,2,B,0,95,\,9.6,9.8,13.6,14.4,\,\,1.53,\,A,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Renault,Zoe,NEO INT,Elétrico,Elétrico,A,S,E,E,ND,ND,ND,A,\,-,\,\,\,\,\,34.4,27.4,0.66,254,A,A,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Renault,Mégane,E-Tech,Elétrico,Elétrico,A,S,E,E,ND,ND,ND,A,\,-,\,\,\,\,\,41.4,38.8,0.51,337,A,A,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,TOYOTA,YARIS HATCHBACK,XS,1.5 - 16V,Combustão,CVT,S,E,F,36,315,2,B,0,103,\,8.9,10.0,12.2,13.8,\,\,1.63,\,B,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,TOYOTA,YARIS HATCHBACK,XL,1.5 - 16V,Combustão,CVT,S,E,F,36,315,2,B,0,103,\,8.9,10.0,12.2,13.8,\,\,1.63,\,B,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,TOYOTA,YARIS HATCHBACK,XLS (MY 2024),1.5 - 16V,Combustão,CVT,S,E,F,36,315,2,B,0,103,\,8.9,10.0,12.2,13.8,\,\,1.63,\,B,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,TOYOTA,YARIS SEDÃ,XS,1.5 - 16V,Combustão,CVT,S,E,F,38,319,2,B,0,97,\,9.2,10.6,12.7,14.9,\,\,1.55,\,B,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,TOYOTA,YARIS SEDÃ,XL,1.5 - 16V,Combustão,CVT,S,E,F,38,319,2,B,0,97,\,9.2,10.6,12.7,14.9,\,\,1.55,\,B,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,TOYOTA,YARIS SEDÃ,XLS (MY 2024),1.5 - 16V,Combustão,CVT,S,E,F,38,319,2,B,0,97,\,9.2,10.6,12.7,14.9,\,\,1.55,\,B,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,VOLVO,EX30,E40 CORE,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,\,\,\,\,\,\,40.1,33.9,0.55,250,A,A,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,VOLVO,EX30,E60 ULTRA,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,\,\,\,\,\,\,43.2,35.3,0.52,338,A,A,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,VOLVO,EX30,E60 PLUS,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,\,\,\,\,\,\,43.2,35.3,0.52,338,A,A,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,VOLVO,EX30,E60 CORE,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,\,\,\,\,\,\,43.2,35.3,0.52,338,A,A,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Volkswagen,POLO,TRACK MPI (MY23),1.0-12V,Combustão,M - 5,S,E,F,47,227,4,B,0,93,\,9.3,10.5,13.5,15.0,\,\,1.51,\,A,B,SIM,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Volkswagen,POLO,MPI (MY23),1.0-12V,Combustão,M - 5,S,E,F,33,140,3,B,0,94,\,9.2,10.7,13.4,15.1,\,\,1.51,\,A,B,SIM,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Volkswagen,POLO,TRACK MPI (MY24),1.0-12V,Combustão,M - 5,S,E,F,38,150,3,B,0,91,\,9.4,10.8,13.7,15.2,\,\,1.48,\,A,B,SIM,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Volkswagen,POLO,MPI (MY24),1.0-12V,Combustão,M - 5,S,E,F,38,150,3,B,0,91,\,9.4,10.8,13.7,15.2,\,\,1.48,\,A,B,SIM,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Volkswagen,POLO,TSI MANUAL,1.0-12V,Combustão,M - 5,S,E,F,44,310,3,B,0,89,\,9.5,11.3,13.7,16.1,\,\,1.45,\,A,B,SIM,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Volkswagen,POLO,COMFORTLINE TSI AUTOMÁTICO,1.0-12V,Combustão,A - 6,S,E,F,52,127,5,B,0,98,\,8.5,10.6,12.5,15.1,\,\,1.59,\,B,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Volkswagen,POLO,SENSE TSI AUTOMÁTICO,1.0-12V,Combustão,A - 6,S,E,F,52,127,5,B,0,98,\,8.5,10.6,12.5,15.1,\,\,1.59,\,B,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Volkswagen,POLO,HIGHLINE TSI AUTOMÁTICO,1.0-12V,Combustão,A - 6,S,E,F,49,157,4,B,0,100,\,8.5,10.4,12.3,14.6,\,\,1.62,\,B,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Volkswagen,POLO,GTS 250TSI AUTOMÁTICO,1.4-16V,Combustão,A - 6,S,E,F,39,161,3,B,0,106,\,8.1,9.8,11.6,13.8,\,\,1.72,\,C,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Volkswagen,POLO,TRACK ROCK IN RIO 1.0 MPI,1.0-12V,Combustão,M - 5,S,E,F,38,150,3,B,0,91,\,9.4,10.8,13.7,15.2,\,\,1.48,\,A,B,SIM,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Volkswagen,POLO,TRACK ROBUST 1.0 MPI,1.0-12V,Combustão,M - 5,S,E,F,38,150,3,B,0,91,\,9.4,10.8,13.7,15.2,\,\,1.48,\,A,B,SIM,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Médio,Volkswagen,VIRTUS,TSI MANUAL (MY24),1.0-12V,Combustão,M - 5,S,E,F,42,351,4,B,0,97,\,8.9,10.8,12.5,15.4,\,\,1.56,\,B,C,-,3,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
