Categoria,Marca,Modelo,Versão,Motor,"Tipo de
Picape,CHEVROLET,S10,LT DD4A,2.8 - 16V,Combustão,,S,E,D,275,27,0,B,\,211,\,\,\,8.6,10.9,\,\,2.86,\,C,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
Picape,CHEVROLET,S10,LTZ DD4A,2.8 - 16V,Combustão,,S,E,D,275,27,0,B,\,211,\,\,\,8.6,10.9,\,\,2.86,\,C,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
Picape,CHEVROLET,S10,MID DD4A,2.8 - 16V,Combustão,,S,E,D,275,27,0,B,\,211,\,\,\,8.6,10.9,\,\,2.86,\,C,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
Picape,CHEVROLET,S10,LS DS4,2.8 - 16V,Combustão,,S,E,D,261,59,0,B,\,202,\,\,\,9.4,10.6,\,\,2.73,\,C,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Picape,CHEVROLET,S10,LS DS4C,2.8 - 16V,Combustão,,S,E,D,261,59,0,B,\,202,\,\,\,9.4,10.6,\,\,2.73,\,C,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Picape,CHEVROLET,S10,LS DD4,2.8 - 16V,Combustão,,S,E,D,284,71,0,B,\,202,\,\,\,9.3,10.8,\,\,2.73,\,C,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Picape,CHEVROLET,S10,LT DD4,2.8 - 16V,Combustão,,S,E,D,284,71,0,B,\,202,\,\,\,9.3,10.8,\,\,2.73,\,C,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Picape,CHEVROLET,S10,Z71,2.8 - 16V,Combustão,,S,E,D,283,28,0,B,\,224,\,\,\,8.3,10.0,\,\,3.01,\,D,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
Picape,CHEVROLET,S10,WT DS4 (MY25.5),2.8 - 16V,Combustão,,S,E,D,307,63,ND,B,\,185,\,\,\,10.3,11.3,\,\,2.51,\,B,D,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Picape,CHEVROLET,S10,WT DS4C (MY25.5),2.8 - 16V,Combustão,,S,E,D,307,63,ND,B,\,185,\,\,\,10.3,11.3,\,\,2.51,\,B,D,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Picape,CHEVROLET,S10,WT DD4 (MY25.5),2.8 - 16V,Combustão,,S,E,D,226,83,ND,B,\,186,\,\,\,10.2,11.4,\,\,2.52,\,B,D,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Picape,CHEVROLET,S10,WT DD4A (MY25.5),2.8 - 16V,Combustão,,S,E,D,36,29,ND,A,\,200,\,\,\,8.9,12.0,\,\,2.70,\,C,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-8
Picape,CHEVROLET,S10,LTZ DD4A (MY25.5),2.8 - 16V,Combustão,,S,E,D,36,29,ND,A,\,200,\,\,\,8.9,12.0,\,\,2.70,\,C,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-8
Picape,CHEVROLET,S10,HC DD4A (MY25.5),2.8 - 16V,Combustão,,S,E,D,36,29,ND,A,\,200,\,\,\,8.9,12.0,\,\,2.70,\,C,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-8
Picape,CHEVROLET,S10,Z71 (MY25.5),2.8 - 16V,Combustão,,S,E,D,34,28,ND,A,\,212,\,\,\,8.4,11.1,\,\,2.87,\,C,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-8
Picape,CHEVROLET,S10,HC DD4A (MY25),2.8 - 16V,Combustão,,S,E,D,212,27,ND,B,\,193,\,\,\,9.5,11.4,\,\,2.62,\,B,D,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-8
Picape,CHEVROLET,S10,LTZ DD4A (MY25),2.8 - 16V,Combustão,,S,E,D,212,27,ND,B,\,193,\,\,\,9.5,11.4,\,\,2.62,\,B,D,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-8
Picape,CHEVROLET,S10,WT DD4A (MY25),2.8 - 16V,Combustão,,S,E,D,212,27,ND,B,\,193,\,\,\,9.5,11.4,\,\,2.62,\,B,D,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-8
Picape,CHEVROLET,S10,WT DD4 (MY25),2.8 - 16V,Combustão,,S,E,D,215,67,ND,B,\,186,\,\,\,10.3,11.1,\,\,2.52,\,B,D,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Picape,CHEVROLET,S10,WT DS4 (MY25),2.8 - 16V,Combustão,,S,E,D,215,67,ND,B,\,186,\,\,\,10.3,11.1,\,\,2.52,\,B,D,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Picape,CHEVROLET,S10,WT DS4C (MY25),2.8 - 16V,Combustão,,S,E,D,215,67,ND,B,\,186,\,\,\,10.3,11.1,\,\,2.52,\,B,D,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Picape,CHEVROLET,S10,Z71 (MY25),2.8 - 16V,Combustão,,S,E,D,213,28,ND,B,\,206,\,\,\,9.1,10.6,\,\,2.78,\,C,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-8
Picape,CHEVROLET,SILVERADO,HC,5.3 V8,Combustão,,S,E,G,17,375,1,A,\,214,\,\,\,6.0,7.2,\,\,3.48,\,E,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-10
Picape,FIAT,TORO,ENDUR T270 AT6,1.3-16V T,Combustão,,S,E,F,39,353,5,B,0,130,\,6.8,8.2,9.6,11.6,\,\,2.09,\,A,D,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
Picape,FIAT,TORO,FREED T270 AT6,1.3-16V T,Combustão,,S,E,F,49,368,5,B,0,136,\,6.6,7.9,9.2,11.0,\,\,2.17,\,A,D,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
Picape,FIAT,TORO,VOLC T270 AT6,1.3-16V T,Combustão,,S,E,F,49,368,5,B,0,136,\,6.6,7.9,9.2,11.0,\,\,2.17,\,A,D,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
Picape,FIAT,TORO,ULTRA AT9 4X4,2.0 T,Combustão,,S,E,D,79,18,ND,A,\,181,\,\,\,10.1,12.4,\,\,2.44,\,B,D,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-9
Picape,FIAT,TORO,FREEDOM AT9 4X4,2.0 T,Combustão,,S,E,D,79,18,ND,A,\,181,\,\,\,10.1,12.4,\,\,2.44,\,B,D,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-9
Picape,FIAT,TORO,RANCH AT9 4X4,2.0 T,Combustão,,S,E,D,84,11,ND,A,\,173,\,\,\,10.5,13.0,\,\,2.33,\,A,D,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-9
Picape,FIAT,TORO,VOLCANO AT9 4X4,2.0 T,Combustão,,S,E,D,84,11,ND,A,\,173,\,\,\,10.5,13.0,\,\,2.33,\,A,D,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-9
Picape,FIAT,TITANO,ENDURANCE,2.2 T,Combustão,,S,H,D,49,54,ND,A,\,207,\,\,\,9.6,9.6,\,\,2.80,\,C,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Picape,FIAT,TITANO,VOLCANO,2.2 T,Combustão,,S,H,D,63,19,ND,A,\,225,\,\,\,8.6,9.3,\,\,3.04,\,D,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
Picape,FIAT,TITANO,RANCH,2.2 T,Combustão,,S,H,D,44,23,ND,A,\,229,\,\,\,8.5,9.2,\,\,3.09,\,D,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
Picape,FORD,Maverick,XLT,2.0 GTDi,Combustão,,S,E,G,26,367,1,B,\,139,\,\,\,8.8,11.1,\,\,2.26,\,A,D,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-8
Picape,FORD,Maverick,Lariat FX4,2.0 GTDi,Combustão,,S,E,G,26,367,1,B,\,139,\,\,\,8.8,11.1,\,\,2.26,\,A,D,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-8
Picape,FORD,F150,Lariat,5.0 - 32V,Combustão,,S,E,G,40,484,1,B,\,193,\,\,\,6.3,8.6,\,\,3.13,\,E,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-10
Picape,FORD,F150,Platinum,5.0 - 32V,Combustão,,S,E,G,40,484,1,B,\,193,\,\,\,6.3,8.6,\,\,3.13,\,E,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-10
Picape,FORD,Nova F150,Lariat Black,5.0 - 32V,Combustão,,S,E,G,25,224,0,A,\,190,\,\,\,6.5,8.5,\,\,3.08,\,D,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-10
Picape,FORD,Nova F150,Lariat Chrome,5.0 - 32V,Combustão,,S,E,G,25,224,0,A,\,190,\,\,\,6.5,8.5,\,\,3.08,\,D,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-10
Picape,FORD,Maverick,Hibrido Lariat,2.5 FHEV,Híbrido,,S,E,G,16,193,0,A,\,89,\,\,\,15.7,13.6,\,\,1.44,\,A,B,SIM,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eCVT
Picape,FORD,Nova Ranger 4x4,XL,2.0 - 16V,Combustão,,S,E,D,229,42,ND,B,\,188,\,\,\,10.2,11.0,\,\,2.53,\,B,D,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Picape,FORD,Nova Ranger 4x4,XLS,2.0 - 16V,Combustão,,S,E,D,229,42,ND,B,\,188,\,\,\,10.2,11.0,\,\,2.53,\,B,D,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Picape,FORD,Nova Ranger 4x2,XLS,2.0 - 16V,Combustão,,S,E,D,89,31,ND,A,\,180,\,\,\,10.1,12.4,\,\,2.43,\,B,D,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
Picape,FORD,Nova Ranger 4x2,Black,2.0 - 16V,Combustão,,S,E,D,89,31,ND,A,\,180,\,\,\,10.1,12.4,\,\,2.43,\,B,D,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
Picape,FORD,Nova Ranger 4x4,XLS,2.0 - 16V,Combustão,,S,E,D,164,38,ND,B,\,187,\,\,\,10.0,11.5,\,\,2.53,\,B,D,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
Picape,FORD,Nova Ranger 4x4,XLS,3.0 V6 - 24V,Combustão,,S,E,D,77,69,ND,A,\,213,\,\,\,8.9,10.2,\,\,2.88,\,D,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-10
Picape,FORD,Nova Ranger 4x4,XLT,3.0 V6 - 24V,Combustão,,S,E,D,77,69,ND,A,\,213,\,\,\,8.9,10.2,\,\,2.88,\,D,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-10
Picape,FORD,Nova Ranger 4x4,LTD,3.0 V6 - 24V,Combustão,,S,E,D,77,69,ND,A,\,213,\,\,\,8.9,10.2,\,\,2.88,\,D,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-10
Picape,FORD,Nova Ranger 4x4,LTD+,3.0 V6 - 24V,Combustão,,S,E,D,77,69,ND,A,\,213,\,\,\,8.9,10.2,\,\,2.88,\,D,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-10
Picape,FORD,Ranger Raptor,Raptor,3.0 V6 - 24V,Combustão,,S,E,G,23,249,0,A,\,197,\,\,\,6.7,7.4,\,\,3.20,\,E,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-10
Picape,JAC,IEV330P,IEV330,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,-,\,\,\,\,\,29.2,25.1,0.75,226,A,A,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-1
Picape,JAC,HUNTER,HUNTER AT,2.0-16V,Combustão,,S,E-H,D,41,0,ND,A,\,223,\,\,\,9.0,10.2,\,\,2.84,\,C,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-8
Picape,JAC,HUNTER,HUNTER HD 4X4 AT,2.0-16V,Combustão,,S,E-H,D,41,0,ND,A,\,223,\,\,\,9.0,10.2,\,\,2.84,\,C,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-8
Picape,JAC,HUNTER,HUNTER HD AT,2.0-16V,Combustão,,S,E-H,D,41,0,ND,A,\,223,\,\,\,9.0,10.2,\,\,2.84,\,C,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-8
Picape,JAC,HUNTER,HUNTER HW AT,2.0-16V,Combustão,,S,E-H,D,41,0,ND,A,\,223,\,\,\,9.0,10.2,\,\,2.84,\,C,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-hidráulica
(E-H)","Elétrico
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes,,,,Gás Efeito Estufa,,,,,,,,,,,,,,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manual (M)
Automática (A)
Automática Dupla
Embreagem (DCT)
Automatizada
(MTA)
Contínua (CVT)"
,,,,,,,,,,"NMOG+NOx
(mg/km)","CO
(mg/km)","CHO
(mg/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",VEHP,Etanol,,"Gasolina
ou
Diesel",,"Elétrico (km/le)
quando VE ou VEHP",,,,,,,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"fóC sO s2il
(g/km)","fóC sO s2il
(g/km)","CO2e
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l e)","Estrada
(km/l e)",,,"Comparação
Relativa
na Categoria","Comparação
Absoluta
Geral",,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picape,JEEP,GLADIATOR,RUBICON (MY25 PL8),3.6-24V,Combustão,,S,E-H,G,36,309,1,A,\,209,\,\,\,6.3,7.1,\,\,3.38,\,E,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-8
Picape,JEEP,GLADIATOR,RUBICON,3.6-24V,Combustão,,S,E-H,G,23,198,1,A,\,200,\,\,\,6.5,7.4,\,\,3.24,\,E,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-8
Picape,Mitsubishi,L200 Triton,GL,2.4-16V,Combustão,,S,H,D,267,25,ND,B,\,177,\,\,\,10.5,12.5,\,\,2.36,\,A,D,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Picape,Mitsubishi,L200 Triton,Outdoor GLX,2.4-16V,Combustão,,S,H,D,267,25,ND,B,\,177,\,\,\,10.5,12.5,\,\,2.36,\,A,D,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Picape,Mitsubishi,L200 Triton,GLS,2.4-16V,Combustão,,S,H,D,237,15,ND,B,\,195,\,\,\,9.8,11.1,\,\,2.61,\,B,D,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-5
Picape,Mitsubishi,L200 Triton,Outdoor GLS,2.4-16V,Combustão,,S,H,D,237,15,ND,B,\,195,\,\,\,9.8,11.1,\,\,2.61,\,B,D,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-5
Picape,Mitsubishi,L200 Triton Sport,GLS,2.4-16V,Combustão,,S,H,D,269,22,ND,B,\,188,\,\,\,10.3,11.1,\,\,2.52,\,B,D,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Picape,Mitsubishi,L200 Triton Sport,GLX,2.4-16V,Combustão,,S,H,D,269,22,ND,B,\,188,\,\,\,10.3,11.1,\,\,2.52,\,B,D,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Picape,Mitsubishi,L200 Triton Sport,GL,2.4-16V,Combustão,,S,H,D,269,22,ND,B,\,188,\,\,\,10.3,11.1,\,\,2.52,\,B,D,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Picape,Mitsubishi,L200 Triton Sport,GLS,2.4-16V,Combustão,,S,H,D,196,25,ND,B,\,206,\,\,\,9.3,10.3,\,\,2.78,\,C,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
Picape,Mitsubishi,L200 Triton Sport,HPE,2.4-16V,Combustão,,S,H,D,196,25,ND,B,\,206,\,\,\,9.3,10.3,\,\,2.78,\,C,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
Picape,Mitsubishi,L200 Triton Sport,HPE-S,2.4-16V,Combustão,,S,H,D,196,25,ND,B,\,206,\,\,\,9.3,10.3,\,\,2.78,\,C,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
Picape,Mitsubishi,L200 Triton Sport,SAVANA,2.4-16V,Combustão,,S,H,D,196,25,ND,B,\,206,\,\,\,9.3,10.3,\,\,2.78,\,C,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
Picape,Mitsubishi,L200 Triton Sport,OUTDOOR GLS,2.4-16V,Combustão,,S,H,D,196,25,ND,B,\,206,\,\,\,9.3,10.3,\,\,2.78,\,C,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
Picape,Nissan,Frontier,S,2.3-16V,Combustão,,S,H,D,103,44,ND,A,\,194,\,\,\,10.0,10.9,\,\,2.60,\,B,D,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Picape,Nissan,Frontier,ATK,2.3-16V,Combustão,,S,H,D,126,34,ND,A,\,202,\,\,\,9.1,11.0,\,\,2.73,\,C,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-7
Picape,Nissan,Frontier,PRO4X,2.3-16V,Combustão,,S,H,D,126,34,ND,A,\,202,\,\,\,9.1,11.0,\,\,2.73,\,C,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-7
Picape,Nissan,Frontier,SE,2.3-16V,Combustão,,S,H,D,126,34,ND,A,\,202,\,\,\,9.1,11.0,\,\,2.73,\,C,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-7
Picape,Nissan,Frontier,PLT,2.3-16V,Combustão,,S,H,D,129,32,ND,A,\,201,\,\,\,9.3,10.9,\,\,2.72,\,C,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-7
Picape,Nissan,Frontier,XE,2.3-16V,Combustão,,S,H,D,129,32,ND,A,\,201,\,\,\,9.3,10.9,\,\,2.72,\,C,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-7
Picape,RAM,CLASSIC,LARAMIE,5.7-16V,Combustão,,S,E,G,55,435,3,C,\,244,\,\,\,5.2,6.4,\,\,3.96,\,E,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-8
Picape,RAM,CLASSIC,RT,5.7-16V,Combustão,,S,E,G,55,435,3,C,\,244,\,\,\,5.2,6.4,\,\,3.96,\,E,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-8
Picape,RAM,CLASSIC,LARAMIE NIGHT EDITION,5.7-16V,Combustão,,S,E,G,55,435,3,C,\,244,\,\,\,5.2,6.4,\,\,3.96,\,E,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-8
Picape,RAM,RAMPAGE,LARAMIE DS,2.0-16V T,Combustão,,S,E,D,26,14,ND,A,\,183,\,\,\,9.9,12.4,\,\,2.47,\,B,D,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-9
Picape,RAM,RAMPAGE,LARAMIE GAS,2.0-16V T,Combustão,,S,E,G,25,164,1,A,\,160,\,\,\,7.8,9.7,\,\,2.60,\,B,D,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-9
Picape,RAM,RAMPAGE,REBEL AT GAS,2.0-16V T,Combustão,,S,E,G,28,160,1,A,\,159,\,\,\,7.9,9.7,\,\,2.58,\,B,D,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-9
Picape,RAM,RAMPAGE,REBEL DS,2.0-16V T,Combustão,,S,E,D,43,18,ND,A,\,184,\,\,\,9.8,12.4,\,\,2.49,\,B,D,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-9
Picape,RAM,RAMPAGE,REBEL DS,2.0-16V T,Combustão,,S,E,D,107,27,ND,B,\,191,\,\,\,9.5,11.8,\,\,2.58,\,B,D,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-9
Picape,RAM,RAMPAGE,RT GAS,2.0-16V T,Combustão,,S,E,G,17,120,0,A,\,156,\,\,\,8.0,10.0,\,\,2.53,\,B,D,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-9
Picape,RAM,1500,REBEL HEMI CC,5.7-16V,Combustão,,S,E-H,G,25,327,1,B,\,235,\,\,\,5.4,6.8,\,\,3.81,\,E,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-8
Picape,RAM,1500,LIMITED HEMI,5.7-16V,Combustão,,S,E-H,G,26,420,2,B,\,225,\,\,\,5.5,7.2,\,\,3.65,\,E,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-8
Picape,RAM,1500,LIMITED NIGHT EDITION,5.7-16V,Combustão,,S,E-H,G,26,420,2,B,\,225,\,\,\,5.5,7.2,\,\,3.65,\,E,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-8
Picape,TOYOTA,HILUX DIESEL 4X4,SRX,2.8-16V,Combustão,,S,H,D,181,18,ND,A,\,187,\,\,\,10.1,11.3,\,\,2.54,\,B,D,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
Picape,TOYOTA,HILUX DIESEL 4X4,SRV,2.8-16V,Combustão,,S,H,D,181,18,ND,A,\,187,\,\,\,10.1,11.3,\,\,2.54,\,B,D,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
Picape,TOYOTA,HILUX DIESEL 4X4,SR,2.8-16V,Combustão,,S,H,D,181,18,ND,A,\,187,\,\,\,10.1,11.3,\,\,2.54,\,B,D,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
Picape,TOYOTA,HILUX DIESEL 4X4,SC,2.8-16V,Combustão,,S,H,D,240,40,ND,B,\,182,\,\,\,10.4,11.6,\,\,2.46,\,B,D,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Picape,TOYOTA,HILUX DIESEL 4X4,CC,2.8-16V,Combustão,,S,H,D,240,40,ND,B,\,182,\,\,\,10.4,11.6,\,\,2.46,\,B,D,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Picape,TOYOTA,HILUX DIESEL 4X4,POWER PACK,2.8-16V,Combustão,,S,H,D,240,32,ND,B,\,181,\,\,\,10.3,11.8,\,\,2.46,\,B,D,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Picape,TOYOTA,HILUX DIESEL 4X4,SRX Plus,2.8-16V,Combustão,,S,H,D,186,19,ND,A,\,199,\,\,\,9.7,10.6,\,\,2.68,\,C,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
Picape,TOYOTA,HILUX DIESEL 4X4,GRS (wide tread),2.8-16V,Combustão,,S,H,D,167,21,ND,A,\,198,\,\,\,9.5,10.7,\,\,2.69,\,C,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
Picape,TOYOTA,HILUX DIESEL 4X4 MT,CHASSI MT,2.8-16V,Combustão,,S,H,D,73,57,ND,A,\,204,\,\,\,9.3,10.6,\,\,2.74,\,C,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Picape,TOYOTA,HILUX DIESEL 4X4 MT,CABINE SIMPLES MT,2.8-16V,Combustão,,S,H,D,73,57,ND,A,\,204,\,\,\,9.3,10.6,\,\,2.74,\,C,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Picape,TOYOTA,HILUX DIESEL 4X4 MT,POWER PACK MT,2.8-16V,Combustão,,S,H,D,73,49,ND,A,\,195,\,\,\,9.7,11.2,\,\,2.62,\,B,D,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Picape,TOYOTA,HILUX DIESEL 4X4 AT,CHASSI AT,2.8-16V,Combustão,,S,H,D,71,18,ND,A,\,210,\,\,\,9.3,10.0,\,\,2.82,\,C,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
Picape,TOYOTA,HILUX DIESEL 4X4 AT,CABINE SIMPLES AT,2.8-16V,Combustão,,S,H,D,71,18,ND,A,\,210,\,\,\,9.3,10.0,\,\,2.82,\,C,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
Picape,TOYOTA,HILUX DIESEL 4X4 AT,POWER PACK AT,2.8-16V,Combustão,,S,H,D,71,18,ND,A,\,210,\,\,\,9.3,10.0,\,\,2.82,\,C,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
Picape,TOYOTA,HILUX DIESEL 4X4 AT,SR AT,2.8-16V,Combustão,,S,H,D,71,18,ND,A,\,210,\,\,\,9.3,10.0,\,\,2.82,\,C,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
Picape,TOYOTA,HILUX DIESEL 4X4 AT,SRV AT,2.8-16V,Combustão,,S,H,D,71,18,ND,A,\,210,\,\,\,9.3,10.0,\,\,2.82,\,C,E,-,16,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
