categoria,marca,modelo,motor,versao,trasmissao,ar_cond,direcao,combustivel,km_etanol_cidade,km_etanol_estrada,km_gasolina_cidade,km_gasolina_estrada,ano,
,JEEP,Renegade (2017),1.8­16V,Sport,A­6,S,E,F,"6,5","7,6","9,5","10,9",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,JEEP,Renegade (2017),1.8­16V,Longitude,A­6,S,E,F,"6,5","7,6","9,5","10,9",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,JEEP,Renegade (2017),1.8­16V,Limited,A­6,S,E,F,"6,5","7,6","9,5","10,9",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,JEEP,Renegade (2017),1.8­16V,"1,8",M­5,S,E,F,"7,3","7,6","10,6","11,2",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,JEEP,Renegade (2017),1.8­16V,Sport,M­5,S,E,F,"7,3","7,6","10,6","11,2",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,JEEP,Renegade,2.0­16V,Sport,A­9,S,E,D,\,\,"9,4","11,5",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,JEEP,Renegade,2.0­16V,Longitude,A­9,S,E,D,\,\,"9,4","11,5",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,KIA,New Soul,1.6­16V,EX,A­6,S,E,F,"6,7","8,4","9,4","11,2",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,KIA,New Soul,1.6­16V,LX,A­6,S,E,F,"6,7","8,4","9,4","11,2",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,MITSUBISHI,ASX,2.0­16V,4X2,M­5,S,E,G,\,\,"8,7","10,3",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,MITSUBISHI,ASX,2.0­16V,4X2,CVT,S,E,G,\,\,"9,4","10,7",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,MITSUBISHI,ASX,2.0­16V,4X4,CVT,S,E,G,\,\,"9,5","10,4",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,NISSAN,Kicks,1.6­16V,16 SL,CVT,S,E,F,"8,1","9,6","11,4","13,7",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,PEUGEOT,2008,1.6­16V,Allure,A­4,S,E,F,"6,8","7,9","9,4",11,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,PEUGEOT,2008,1.6­16V,Griffe,A­4,S,E,F,"6,8","7,9","9,4",11,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,PEUGEOT,2008,1.6­16V,Allure,M­5,S,E,F,"7,3","8,2","10,2","11,6",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,PEUGEOT,2008,1.6­16V,Griffe,M­5,S,E,F,"7,3","8,2","10,2","11,6",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,PEUGEOT,2008,1.6­16V,Griffe THP,M­6,S,E,F,"7,1","8,5","10,7","12,4",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,PEUGEOT,2008 (2017),1.6­16V,Griffe THP,M­6,S,E,F,"8,4","9,3","12,5","13,5",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,PEUGEOT,2008 (2017),1.6­16V,Allure,A­4,S,E,F,"7,4","8,6",11,"12,2",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,PEUGEOT,2008 (2017),1.6­16V,Griffe,A­4,S,E,F,"7,4","8,6",11,"12,2",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,PEUGEOT,2008 (2017),1.6­16V,Allure,M­5,S,E,F,"8,3","8,9","11,6","12,9",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,PEUGEOT,2008 (2017),1.6­16V,Griffe,M­5,S,E,F,"8,3","8,9","11,6","12,9",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,RENAULT,Sandero,1.6­8V,Stepway,M­5,S,H,F,"7,4",8,"10,4","11,5",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,RENAULT,Sandero,1.6­8V,Stepway,MTA­5,S,H,F,"6,2","8,9","9,6","12,8",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,RENAULT,Sandero (2017),1.6­16V,Stepway,M­5,S,E­H,F,"8,3","8,5",12,"12,1",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,RENAULT,Sandero (2017),1.6­16V,Stepway,MTA­5,S,E­H,F,"7,7","8,3","11,5",12,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,SUZUKI,S­Cross 2WD,1.6­16V,GL,CVT,S,E,G,\,\,"11,9","13,2",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,SUZUKI,S­Cross 2WD,1.6­16V,GLX,CVT,S,E,G,\,\,"11,9","13,2",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,SUZUKI,S­Cross 2WD,1.6­16V,GL,M­5,S,E,G,\,\,11,"12,9",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,SUZUKI,S­Cross 2WD,1.6­16V,GLX,M­5,S,E,G,\,\,11,"12,9",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,SUZUKI,S­Cross 4WD,1.6­16V,GLX,CVT,S,E,G,\,\,"11,1","11,8",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,SUZUKI,S­Cross 4WD,1.6­16V,GLS,CVT,S,E,G,\,\,"11,1","11,8",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,SUZUKI,S­Cross,1.6­16V,4You,A­6,S,E,G,\,\,"11,6","13,2",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,SUZUKI,S­Cross,1.4­16V,4Style,A­6,S,E,G,\,\,"12,2",14,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,SUZUKI,S­Cross,1.4­16V,4Style Allgrip,A­6,S,E,G,\,\,"11,5","13,3",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,SUZUKI,Vitara,1.6­16V,4All,M­5,S,E,G,\,\,"12,2",13,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,SUZUKI,Vitara,1.6­16V,4All,A­6,S,E,G,\,\,"11,6","13,2",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,SUZUKI,Vitara,1.6­16V,4You,A­6,S,E,G,\,\,"11,6","13,2",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,SUZUKI,Vitara,1.6­16V,4You Allgrip,A­6,S,E,G,\,\,11,"12,6",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,SUZUKI,Vitara,1.4­16V,4Sport,A­6,S,E,G,\,\,12,"13,7",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,SUZUKI,Vitara,1.4­16V,4Sport Allgrip,A­6,S,E,G,\,\,"11,5","12,9",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,VOLKSWAGEN,Novo CrossFox,1.6­16V,,M­6,S,E,F,"7,4","8,2","10,3","10,9",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,VOLKSWAGEN,Novo CrossFox,1.6­16V,(I­Motion),MTA­5,S,E,F,"6,8","7,3","9,5","10,3",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,VOLKSWAGEN,CrossFox (Pneus On Road),1.6­16V,,M­6,S,E,F,"7,7","8,9","11,1","12,7",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,VOLKSWAGEN,CrossFox (Pneus On Road),1.6­16V,(I­Motion),MTA­5,S,E,F,"7,7","8,8","11,1","12,7",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,VOLKSWAGEN,Novo SpaceCross,1.6­16V,,M­6,S,E,F,7,"7,5",10,"11,1",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,VOLKSWAGEN,Novo SpaceCross,1.6­16V,(I­Motion),MTA­5,S,E,F,"6,7","7,5","9,3","10,9",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,BMW,X3,2.0­16V,xDrive20i,A­8,S,E­H,G,\,\,"7,2","8,8",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,BMW,X3,3.0­24V,xDrive35i,A­8,S,E­H,G,\,\,"7,1","9,1",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,BMW,X4,2.0­16V,xDrive20i,A­8,S,E­H,G,\,\,"7,6","9,5",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,BMW,X4,2.0­16V,xDrive28i,A­8,S,E­H,G,\,\,"7,8","10,5",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,BMW,X4,3.0­24V,xDrive35i,A­8,S,E­H,G,\,\,"6,8","9,7",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,BMW,X5,3.0­24V,xDrive35i,A­8,S,E,G,\,\,"6,2","8,2",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,BMW,X5,3.0­24V,M50D,A­8,S,E,D,\,\,"9,9","10,9",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,BMW,X6,4.4­32V,M,A­8,S,E,G,\,\,"5,4","7,1",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,BMW,X6,3.0­24V,xDrive35i,A­8,S,E,G,\,\,"6,4","8,3",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,HYUNDAI,Gran Santa Fé,3.3­24V,EW,A­6,S,E,G,\,\,"7,1","9,2",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,HYUNDAI,iX 35 FF BR,2.0­16V,,A­6,S,E,F,6,"7,2","8,7","10,3",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,HYUNDAI,Santa Fé,3.3­24V,(5L),A­6,S,E,G,\,\,"7,1","9,2",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,JAC,T6,2.0­16V,"2,0 Jetflex",M­5,S,H,F,"5,6","6,6","8,1","9,7",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,JEEP,Cherokee,3.2­24V,Limited,A­9,S,E,G,\,\,"7,2","9,4",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,JEEP,Compass,2.0­16V,VVT,CVT,S,H,G,\,\,"8,3","9,3",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,JEEP,Compass,2.0­16V,Sport,A­6,S,E,F,"5,5","7,2","8,1","10,5",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,JEEP,Compass,2.0­16V,Longitude,A­6,S,E,F,"5,5","7,2","8,1","10,5",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,JEEP,Grand Cherokee,3.6­24V,Laredo,A­8,S,H,G,\,\,"5,9","7,7",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,JEEP,Grand Cherokee,3.6­24V,Limited,A­8,S,H,G,\,\,"5,9","7,7",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,KIA,Sportage,2.0­16V,EX G3,A­6,S,E,F,"6,3","7,7","9,1","11,3",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,KIA,Sportage,2.0­16V,LX G3,A­6,S,E,F,"6,3","7,7","9,1","11,3",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,KIA,Sportage,2.0­16V,EX G4,A­6,S,E,F,"6,3","7,7","9,1","11,3",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,KIA,Sportage,2.0­16V,LX G4,A­6,S,E,F,"6,3","7,7","9,1","11,3",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,LEXUS,NX200 4X4,2.0­16V,Luxury,A­6,S,E,G,\,\,"8,3",10,2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,LEXUS,NX200 4X4,2.0­16V,Sport,A­6,S,E,G,\,\,"8,3",10,2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,LEXUS,RX350 4X4,3.5­24V,Luxury,A­8,S,E,G,\,\,"7,2","9,7",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,LEXUS,RX350 4X4,3.5­24V,F Sport,A­8,S,E,G,\,\,"7,2","9,7",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,MERCEDES­BENZ,AMG GLE 63,5.5­32V,,A­9,S,E,G,\,\,"5,5","6,8",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,MERCEDES­BENZ,AMG GLE 63,5.5­32V,Coupé,A­7,S,E,G,\,\,"5,5","6,8",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,MERCEDES­BENZ,GLC 250 4M,2.0­16V,,A­9,S,E,G,\,\,"8,7","10,3",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,MERCEDES­BENZ,GLE 400,3.0­24V,Coupé,A­9,S,E,G,\,\,"6,8","9,2",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,MERCEDES­BENZ,GLE 450 AMG,3.0­24V,Sport,A­7,S,E,G,\,\,7,9,2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,MITSUBISHI,New Outlander,2.0­16V,4X2,CVT,S,E,G,\,\,"9,3","10,1",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,PORSCHE,Macan,3.0­24V,S,DCT­7,S,E,G,\,\,"5,9","7,9",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,PORSCHE,Macan,2.0­16V,,DCT­7,S,E,G,\,\,"8,2","10,8",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,PORSCHE,Macan,3.6­24V,Turbo,DCT­7,S,E,G,\,\,"5,7","7,6",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,PORSCHE,Cayenne,3.0­24V,S E­HY,A­8,S,H,G,\,\,"12,1","12,2",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,PORSCHE,Cayenne,3.6­24V,S,A­8,S,H,G,\,\,"6,3","9,2",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,,,,,,,,,,,,,2016,Página 30 / 44
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,,,,,"Contínua
(CVT)",,(E­H),(D),,,,,2016,
,PORSCHE,Cayenne,4.8­32V,Turbo,A­8,S,H,G,\,\,"5,5",8,2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,PORSCHE,Cayenne,3.6­24V,GTS,A­8,S,H,G,\,\,"6,4","8,8",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,PORSCHE,Cayenne,3.6­24V,V6,A­8,S,H,G,\,\,"7,1","8,4",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,RENAULT,Duster,2.0­16V,"Dynamique
(4x2)",A­4,S,H,F,"5,6",7,"8,1","10,1",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,RENAULT,Duster,2.0­16V,"Dynamique
(4x2)",M­6,S,H,F,"6,4","7,4",9,"10,8",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,RENAULT,Duster,1.6­16V,"Dynamique
(4x2)",M­5,S,H,F,"6,6","7,4","9,5","10,7",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,RENAULT,Duster,1.6­16V,"Expression
(4x2)",M­5,S,H,F,"6,6","7,4","9,5","10,7",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,RENAULT,Duster (2017),2.0­16V,"Dynamique
(4X2)",M­6,S,E­H,F,"7,3","7,9","10,6","11,4",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,RENAULT,Duster (2017),2.0­16V,"Dynamique
(4X2)",A­4,S,E­H,F,6,"7,1",9,"10,4",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,RENAULT,Duster (2017),1.6­16V,"Dynamique
(4x2)",M­5,S,H,F,7,"7,4","10,2","10,8",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,RENAULT,Duster (2017),1.6­16V,"Expression
(4x2)",M­5,S,H,F,7,"7,4","10,2","10,8",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,RENAULT,Duster (2017),2.0­16V,Dakar (4X2),A­4,S,E­H,F,6,"7,1",9,"10,4",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,SUZUKI,Grand Vitara,2.0­16V,4X2,A­4,S,H,G,\,\,"7,8","9,5",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,SUZUKI,Grand Vitara,2.0­16V,4X2 Premium,A­4,S,H,G,\,\,"7,8","9,5",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,SUZUKI,Grand Vitara,2.0­16V,4X2,M­5,S,H,G,\,\,"7,6","9,2",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,SUZUKI,Grand Vitara,2.0­16V,4X2 Sport,M­5,S,H,G,\,\,"7,6","9,2",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,,,,,,,,,,,,,2016,Página 31 / 44
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,,,,,"Contínua
(CVT)",,(E­H),,,,,,2016,
,TOYOTA,RAV4 4X2,2.0­16V,"2,0 4X2",CVT,S,E,G,\,\,"9,5","10,9",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,TOYOTA,RAV4 4X4,2.5­16V,4X4,A­6,S,E,G,\,\,"8,7","10,9",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,TOYOTA,RAV4 4X4,2.0­16V,4X4,CVT,S,E,G,\,\,"9,5","10,9",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,TOYOTA,SW4 4X2,2.7­16V,SR,M­5,S,E,F,"4,6","5,6","6,7","8,1",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,TOYOTA,SW4 4X2,2.7­16V,SR 5S,A­6,S,E,F,"4,9","5,9","7,1","8,5",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,TOYOTA,SW4 4X2,2.7­16V,SR 7S,A­6,S,E,F,"4,9","5,9","7,1","8,5",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,VOLVO,XC60,2.0­16V,"2,O T5
Dynamic",A­8,S,E­H,G,\,\,"8,2","10,9",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,VOLVO,XC60,2.0­16V,"2,0 T5
Comfort",A­8,S,E­H,G,\,\,"8,2","10,9",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,VOLVO,XC60,2.0­16V,"2,0 Kinetic",A­8,S,E­H,G,\,\,"8,2","10,9",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,VOLVO,XC60,2.0­16V,"2,0 T5
Momentum",A­8,S,E­H,G,\,\,"8,2","10,9",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,VOLVO,XC60,2.0­16V,"2,O T5
Inscript",A­8,S,E­H,G,\,\,8,"10,2",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,VOLVO,XC60,2.0­16V,"2,0 T5 R­
Design",A­8,S,E­H,G,\,\,8,"10,2",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,VOLVO,XC60,2.0­16V,T6 Dynamic,A­8,S,E­H,G,\,\,"7,7","9,8",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,VOLVO,XC60,2.0­16V,R­Design,A­8,S,E­H,G,\,\,"7,7","9,8",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,VOLVO,XC60,2.0­16V,T6 TOP,A­8,S,E­H,G,\,\,"7,7","9,8",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,VOLVO,XC60,2.0­16V,"2,0 T6 Inscript",A­8,S,E­H,G,\,\,"7,7","9,8",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,,,,,,,,,,,,,2016,Página 32 / 44
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,,,,,"Contínua
(CVT)",,(E­H),,,,,,2016,
,VOLVO,XC60,2.0­16V,"2,0 T6 Kinetic",A­8,S,E­H,G,\,\,"7,7","9,8",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,VOLVO,XC60,2.0­16V,"2,0 T6
Momentum",A­8,S,E­H,G,\,\,"7,7","9,8",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,VOLVO,XC60,2.4­20V,D5 Inscript,DCT­6,S,E,D,\,\,"9,5","12,4",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,VOLVO,XC60,2.4­20V,D5 Kinetic,DCT­6,S,E,D,\,\,"9,5","12,4",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,VOLVO,XC60,2.4­20V,D5 Momentum,DCT­6,S,E,D,\,\,"9,5","12,4",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,VOLVO,XC90,2.0­16V,T6 Inscription,A­8,S,E­H,G,\,\,7,"9,2",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,VOLVO,XC90,2.0­16V,T6 Kinetic,A­8,S,E­H,G,\,\,7,"9,2",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,VOLVO,XC90,2.0­16V,T6 Momentum,A­8,S,E­H,G,\,\,7,"9,2",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,VOLVO,XC90,2.0­16V,T6 R­Design,A­8,S,E­H,G,\,\,7,"9,2",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,VOLVO,XC90,2.0­16V,T6 1Edition,A­8,S,E­H,G,\,\,7,"9,2",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
