categoria,marca,modelo,versao,motor,transmissao,ar_cond,direcao,combustivel,km_etanol_cidade,km_etanol_estrada,km_gasolina_cidade,km_gasolina_estrada,ano
Compacto,FORD,Ka Hatch,FreeStyle,1.5 - 12V,A-6,S,E,F,"7,5","9,4","10,7","13,5",
Compacto,HONDA,Fit,DX,1.5-16V,M-5,S,E,F,"8,3","9,5","11,6","13,6",
Compacto,HONDA,Fit,LX,1.5-16V,CVT,S,E,F,"8,3","9,9","12,3","14,1",
Compacto,HONDA,Fit,EX,1.5-16V,CVT,S,E,F,"8,3","9,9","12,3","14,1",
Compacto,HONDA,Fit,EXL,1.5-16V,CVT,S,E,F,"8,3","9,9","12,3","14,1",
Compacto,HONDA,Fit,PERSONAL,1.5-16V,CVT,S,E,F,"8,3","9,9","12,3","14,1",
Compacto,HYUNDAI,HB20,Evolution,1.0-12V T,A-6,S,E,F,"8,2","10,2","11,8","14,2",
Compacto,HYUNDAI,HB20,Diamond,1.0-12V T,A-6,S,E,F,"8,2","10,2","11,8","14,2",
Compacto,HYUNDAI,HB20,Diamond Plus,1.0-12V T,A-6,S,E,F,"8,6","10,3","12,2","13,9",
Compacto,HYUNDAI,HB20,Vision,1.6-16V,M-6,S,E,F,"8,6","10,3","12,5","14,7",
